date, temp (C), RH (%), epoch time (s)
2018-03-27_124138,22.90,26.40,1522172498.1321855
2018-03-27_124148,22.88,26.45,1522172508.1321995
2018-03-27_124158,22.90,26.45,1522172518.1322134
2018-03-27_124208,22.88,26.43,1522172528.1322274
2018-03-27_124218,22.88,26.49,1522172538.1322415
2018-03-27_124228,22.86,26.53,1522172548.1322553
2018-03-27_124238,22.88,26.53,1522172558.1322694
2018-03-27_124248,22.88,26.52,1522172568.1322834
2018-03-27_124258,22.87,26.53,1522172578.1322973
2018-03-27_124308,22.88,26.59,1522172588.1323113
2018-03-27_124318,22.87,26.60,1522172598.1323254
2018-03-27_124328,22.88,26.63,1522172608.1323392
2018-03-27_124338,22.88,26.61,1522172618.1323533
2018-03-27_124348,22.88,26.69,1522172628.1323674
2018-03-27_124358,22.86,26.66,1522172638.1323812
2018-03-27_124408,22.87,26.69,1522172648.1323953
2018-03-27_124418,22.87,26.72,1522172658.1324093
2018-03-27_124428,22.88,26.73,1522172668.1324234
2018-03-27_124438,22.87,26.73,1522172678.1324372
2018-03-27_124448,22.87,26.77,1522172688.1324513
2018-03-27_124458,22.87,26.80,1522172698.1324654
2018-03-27_124508,22.87,26.81,1522172708.1324792
2018-03-27_124518,22.88,26.86,1522172718.1324933
2018-03-27_124528,22.88,26.87,1522172728.1325073
2018-03-27_124538,22.90,26.93,1522172738.1407802
2018-03-27_124548,22.87,26.94,1522172748.140794
2018-03-27_124558,22.87,26.97,1522172758.140808
2018-03-27_124608,22.87,26.99,1522172768.1408222
2018-03-27_124618,22.87,27.01,1522172778.140836
2018-03-27_124628,22.88,27.05,1522172788.14085
2018-03-27_124638,22.88,27.00,1522172798.1408644
2018-03-27_124648,22.86,27.00,1522172808.140878
2018-03-27_124658,22.87,27.07,1522172818.1408923
2018-03-27_124708,22.88,27.08,1522172828.1409063
2018-03-27_124718,22.87,27.11,1522172838.1409204
2018-03-27_124728,22.88,27.17,1522172848.1409342
2018-03-27_124738,22.87,27.21,1522172858.1409483
2018-03-27_124748,22.87,27.24,1522172868.1409624
2018-03-27_124758,22.86,27.23,1522172878.1409762
2018-03-27_124808,22.88,27.28,1522172888.1409903
2018-03-27_124818,22.87,27.25,1522172898.1410043
2018-03-27_124828,22.87,27.27,1522172908.1410182
2018-03-27_124838,22.88,27.37,1522172918.1410322
2018-03-27_124848,22.88,27.31,1522172928.1491575
2018-03-27_124858,22.87,27.31,1522172938.1491718
2018-03-27_124908,22.88,27.33,1522172948.149186
2018-03-27_124918,22.87,27.33,1522172958.1491997
2018-03-27_124928,22.87,27.30,1522172968.157351
2018-03-27_124938,22.87,27.34,1522172978.1573648
2018-03-27_124948,22.90,27.30,1522172988.1574507
2018-03-27_124958,22.87,27.30,1522172998.1585965
2018-03-27_125008,22.88,27.39,1522173008.1586106
2018-03-27_125018,22.90,27.38,1522173018.1586244
2018-03-27_125028,22.88,27.37,1522173028.1586385
2018-03-27_125038,22.88,27.41,1522173038.1586528
2018-03-27_125048,22.88,27.39,1522173048.1586666
2018-03-27_125058,22.87,27.38,1522173058.1586807
2018-03-27_125108,22.90,27.38,1522173068.1586947
2018-03-27_125118,22.87,27.43,1522173078.1587086
2018-03-27_125128,22.91,27.38,1522173088.1587226
2018-03-27_125138,22.87,27.45,1522173098.1587367
2018-03-27_125148,22.90,27.45,1522173108.1687505
2018-03-27_125158,22.88,27.48,1522173118.1687646
2018-03-27_125208,22.88,27.44,1522173128.1687784
2018-03-27_125218,22.91,27.47,1522173138.1687925
2018-03-27_125228,22.88,27.48,1522173148.1688066
2018-03-27_125238,22.88,27.48,1522173158.1688204
2018-03-27_125248,22.90,27.49,1522173168.1688344
2018-03-27_125258,22.91,27.48,1522173178.1688488
2018-03-27_125308,22.90,27.50,1522173188.176974
2018-03-27_125318,22.88,27.50,1522173198.1830401
2018-03-27_125328,22.88,27.53,1522173208.1830544
2018-03-27_125338,22.91,27.54,1522173218.1830685
2018-03-27_125348,22.91,27.50,1522173228.1830823
2018-03-27_125358,22.91,27.48,1522173238.1830964
2018-03-27_125408,22.91,27.51,1522173248.1831105
2018-03-27_125418,22.90,27.51,1522173258.1831243
2018-03-27_125428,22.91,27.54,1522173268.1831384
2018-03-27_125438,22.90,27.54,1522173278.1831524
2018-03-27_125448,22.88,27.55,1522173288.1831663
2018-03-27_125458,22.90,27.54,1522173298.1832087
2018-03-27_125508,22.88,27.50,1522173308.1843853
2018-03-27_125518,22.90,27.48,1522173318.1843991
2018-03-27_125528,22.91,27.50,1522173328.1844132
2018-03-27_125538,22.88,27.51,1522173338.1844273
2018-03-27_125548,22.90,27.48,1522173348.184441
2018-03-27_125558,22.88,27.45,1522173358.1844552
2018-03-27_125608,22.93,27.48,1522173368.1845932
2018-03-27_125618,22.88,27.47,1522173378.1910918
2018-03-27_125628,22.93,27.48,1522173388.193118
2018-03-27_125638,22.88,27.50,1522173398.1931324
2018-03-27_125648,22.91,27.43,1522173408.197522
2018-03-27_125658,22.90,27.42,1522173418.1976993
2018-03-27_125708,22.88,27.48,1522173428.2077134
2018-03-27_125718,22.87,27.43,1522173438.2077274
2018-03-27_125728,22.88,27.47,1522173448.2077415
2018-03-27_125738,22.90,27.44,1522173458.2077794
2018-03-27_125748,22.90,27.45,1522173468.2158809
2018-03-27_125758,22.91,27.44,1522173478.2158947
2018-03-27_125808,22.90,27.43,1522173488.2159088
2018-03-27_125818,22.91,27.45,1522173498.2159228
2018-03-27_125828,22.91,27.41,1522173508.2159371
2018-03-27_125838,22.90,27.37,1522173518.215951
2018-03-27_125848,22.91,27.36,1522173528.215965
2018-03-27_125858,22.91,27.39,1522173538.215979
2018-03-27_125908,22.91,27.33,1522173548.215993
2018-03-27_125918,22.90,27.43,1522173558.216007
2018-03-27_125928,22.91,27.34,1522173568.216021
2018-03-27_125938,22.87,27.31,1522173578.216035
2018-03-27_125948,22.91,27.30,1522173588.216049
2018-03-27_125958,22.90,27.28,1522173598.216063
2018-03-27_130008,22.90,27.26,1522173608.2160769
2018-03-27_130018,22.91,27.27,1522173618.216091
2018-03-27_130028,22.88,27.27,1522173628.216105
2018-03-27_130038,22.90,27.26,1522173638.2161188
2018-03-27_130048,22.88,27.26,1522173648.2161329
2018-03-27_130058,22.90,27.21,1522173658.216147
2018-03-27_130108,22.90,27.20,1522173668.216161
2018-03-27_130118,22.90,27.21,1522173678.2161748
2018-03-27_130128,22.88,27.17,1522173688.216189
2018-03-27_130138,22.91,27.17,1522173698.216203
2018-03-27_130148,22.88,27.11,1522173708.2162168
2018-03-27_130158,22.90,27.15,1522173718.2162309
2018-03-27_130208,22.91,27.14,1522173728.216245
2018-03-27_130218,22.91,27.11,1522173738.2162588
2018-03-27_130228,22.90,27.07,1522173748.2162728
2018-03-27_130238,22.91,27.10,1522173758.216287
2018-03-27_130248,22.88,27.10,1522173768.2163007
2018-03-27_130258,22.91,27.02,1522173778.2163148
2018-03-27_130308,22.91,27.01,1522173788.2163289
2018-03-27_130318,22.90,26.99,1522173798.2163427
2018-03-27_130328,22.88,27.01,1522173808.2163568
2018-03-27_130338,22.90,26.96,1522173818.216371
2018-03-27_130348,22.90,26.97,1522173828.2163851
2018-03-27_130358,22.90,26.97,1522173838.216399
2018-03-27_130408,22.90,26.92,1522173848.216413
2018-03-27_130418,22.87,26.91,1522173858.216427
2018-03-27_130428,22.87,26.83,1522173868.216441
2018-03-27_130438,22.88,26.90,1522173878.216455
2018-03-27_130448,22.88,26.83,1522173888.216469
2018-03-27_130458,22.86,26.82,1522173898.2164829
2018-03-27_130508,22.87,26.77,1522173908.216497
2018-03-27_130518,22.86,26.83,1522173918.216511
2018-03-27_130528,22.87,26.81,1522173928.2165248
2018-03-27_130538,22.87,26.77,1522173938.216539
2018-03-27_130548,22.87,26.76,1522173948.216553
2018-03-27_130558,22.87,26.81,1522173958.2165668
2018-03-27_130608,22.86,26.77,1522173968.2165809
2018-03-27_130618,22.87,26.77,1522173978.216595
2018-03-27_130628,22.86,26.76,1522173988.216609
2018-03-27_130638,22.86,26.71,1522173998.2166228
2018-03-27_130648,22.87,26.71,1522174008.216637
2018-03-27_130658,22.84,26.70,1522174018.216651
2018-03-27_130708,22.87,26.66,1522174028.2166648
2018-03-27_130718,22.86,26.67,1522174038.2166789
2018-03-27_130728,22.87,26.63,1522174048.216693
2018-03-27_130738,22.86,26.63,1522174058.2167068
2018-03-27_130748,22.86,26.66,1522174068.2167208
2018-03-27_130758,22.86,26.61,1522174078.216735
2018-03-27_130808,22.84,26.57,1522174088.2167487
2018-03-27_130818,22.84,26.56,1522174098.2167628
2018-03-27_130828,22.86,26.57,1522174108.2167768
2018-03-27_130838,22.86,26.53,1522174118.2167907
2018-03-27_130848,22.86,26.56,1522174128.216805
2018-03-27_130858,22.88,26.54,1522174138.216819
2018-03-27_130908,22.86,26.52,1522174148.216833
2018-03-27_130918,22.87,26.52,1522174158.216847
2018-03-27_130928,22.86,26.49,1522174168.216861
2018-03-27_130938,22.86,26.43,1522174178.216875
2018-03-27_130948,22.87,26.47,1522174188.216889
2018-03-27_130958,22.88,26.40,1522174198.216903
2018-03-27_131008,22.86,26.39,1522174208.216917
2018-03-27_131018,22.84,26.40,1522174218.2169309
2018-03-27_131028,22.86,26.35,1522174228.216945
2018-03-27_131038,22.86,26.33,1522174238.216959
2018-03-27_131048,22.84,26.39,1522174248.2169728
2018-03-27_131058,22.86,26.34,1522174258.216987
2018-03-27_131108,22.84,26.37,1522174268.217001
2018-03-27_131118,22.87,26.37,1522174278.2170148
2018-03-27_131128,22.86,26.29,1522174288.2170289
2018-03-27_131138,22.87,26.30,1522174298.217043
2018-03-27_131148,22.87,26.27,1522174308.217057
2018-03-27_131158,22.87,26.26,1522174318.2170708
2018-03-27_131208,22.87,26.25,1522174328.217085
2018-03-27_131218,22.87,26.23,1522174338.217099
2018-03-27_131228,22.86,26.23,1522174348.2171128
2018-03-27_131238,22.86,26.22,1522174358.2171268
2018-03-27_131248,22.84,26.13,1522174368.217141
2018-03-27_131258,22.87,26.16,1522174378.2171547
2018-03-27_131308,22.84,26.12,1522174388.2171688
2018-03-27_131318,22.86,26.16,1522174398.2171829
2018-03-27_131328,22.87,26.16,1522174408.2171967
2018-03-27_131338,22.86,26.16,1522174418.2172108
2018-03-27_131348,22.86,26.13,1522174428.217225
2018-03-27_131358,22.86,26.12,1522174438.217239
2018-03-27_131408,22.86,26.09,1522174448.217253
2018-03-27_131418,22.84,26.09,1522174458.217267
2018-03-27_131428,22.86,26.03,1522174468.217281
2018-03-27_131438,22.87,26.06,1522174478.217295
2018-03-27_131448,22.86,26.05,1522174488.217309
2018-03-27_131458,22.84,26.00,1522174498.217323
2018-03-27_131508,22.86,25.98,1522174508.217337
2018-03-27_131518,22.84,25.96,1522174518.217351
2018-03-27_131528,22.86,25.95,1522174528.217365
2018-03-27_131538,22.84,25.91,1522174538.2173789
2018-03-27_131548,22.86,25.93,1522174548.217393
2018-03-27_131558,22.84,25.89,1522174558.217407
2018-03-27_131608,22.86,25.92,1522174568.2174208
2018-03-27_131618,22.84,25.95,1522174578.217435
2018-03-27_131628,22.83,25.93,1522174588.217449
2018-03-27_131638,22.87,25.92,1522174598.2174628
2018-03-27_131648,22.84,25.96,1522174608.2174768
2018-03-27_131658,22.86,25.98,1522174618.217491
2018-03-27_131708,22.86,25.99,1522174628.217505
2018-03-27_131718,22.83,25.92,1522174638.2175188
2018-03-27_131728,22.83,25.93,1522174648.2175329
2018-03-27_131738,22.86,25.89,1522174658.217547
2018-03-27_131748,22.83,25.90,1522174668.2175608
2018-03-27_131758,22.84,25.89,1522174678.2175748
2018-03-27_131808,22.84,25.89,1522174688.217589
2018-03-27_131818,22.83,25.87,1522174698.2176027
2018-03-27_131828,22.81,25.86,1522174708.2176168
2018-03-27_131838,22.84,25.85,1522174718.2176309
2018-03-27_131848,22.81,25.85,1522174728.2176447
2018-03-27_131858,22.81,25.79,1522174738.217659
2018-03-27_131908,22.83,25.86,1522174748.217673
2018-03-27_131918,22.84,25.83,1522174758.217687
2018-03-27_131928,22.81,25.86,1522174768.217701
2018-03-27_131938,22.83,25.85,1522174778.217715
2018-03-27_131948,22.84,25.86,1522174788.217729
2018-03-27_131958,22.83,25.82,1522174798.217743
2018-03-27_132008,22.83,25.80,1522174808.217757
2018-03-27_132018,22.81,25.77,1522174818.217771
2018-03-27_132028,22.83,25.86,1522174828.217785
2018-03-27_132038,22.84,25.83,1522174838.217799
2018-03-27_132048,22.84,25.85,1522174848.217813
2018-03-27_132058,22.81,25.87,1522174858.2178268
2018-03-27_132108,22.81,25.80,1522174868.217841
2018-03-27_132118,22.83,25.79,1522174878.217855
2018-03-27_132128,22.81,25.86,1522174888.2178688
2018-03-27_132138,22.80,25.85,1522174898.2178829
2018-03-27_132148,22.81,25.85,1522174908.217897
2018-03-27_132158,22.81,25.89,1522174918.2179108
2018-03-27_132208,22.81,25.90,1522174928.2179248
2018-03-27_132218,22.81,25.93,1522174938.217939
2018-03-27_132228,22.81,25.93,1522174948.217953
2018-03-27_132238,22.83,25.98,1522174958.2179668
2018-03-27_132248,22.80,25.98,1522174968.2179809
2018-03-27_132258,22.81,25.96,1522174978.217995
2018-03-27_132308,22.81,26.00,1522174988.2180088
2018-03-27_132318,22.80,26.00,1522174998.2180228
2018-03-27_132328,22.83,25.98,1522175008.218037
2018-03-27_132338,22.80,26.06,1522175018.2180507
2018-03-27_132348,22.80,26.07,1522175028.2180648
2018-03-27_132358,22.81,26.06,1522175038.218079
2018-03-27_132408,22.78,26.06,1522175048.218093
2018-03-27_132418,22.77,26.13,1522175058.218107
2018-03-27_132428,22.80,26.13,1522175068.218121
2018-03-27_132438,22.80,26.13,1522175078.2181349
2018-03-27_132448,22.81,26.23,1522175088.218149
2018-03-27_132458,22.78,26.21,1522175098.218163
2018-03-27_132508,22.80,26.20,1522175108.218177
2018-03-27_132518,22.78,26.21,1522175118.218191
2018-03-27_132528,22.81,26.25,1522175128.218205
2018-03-27_132538,22.80,26.27,1522175138.218219
2018-03-27_132548,22.78,26.28,1522175148.2182329
2018-03-27_132558,22.81,26.30,1522175158.218247
2018-03-27_132608,22.81,26.35,1522175168.218261
2018-03-27_132618,22.80,26.36,1522175178.2182748
2018-03-27_132628,22.80,26.43,1522175188.218289
2018-03-27_132638,22.80,26.41,1522175198.218303
2018-03-27_132648,22.78,26.44,1522175208.2183168
2018-03-27_132658,22.81,26.47,1522175218.2183309
2018-03-27_132708,22.83,26.45,1522175228.218345
2018-03-27_132718,22.81,26.50,1522175238.2183588
2018-03-27_132728,22.80,26.54,1522175248.2183728
2018-03-27_132738,22.80,26.56,1522175258.218387
2018-03-27_132748,22.80,26.63,1522175268.218401
2018-03-27_132758,22.83,26.61,1522175278.2184148
2018-03-27_132808,22.81,26.64,1522175288.2184289
2018-03-27_132818,22.83,26.68,1522175298.218443
2018-03-27_132828,22.81,26.71,1522175308.2184567
2018-03-27_132838,22.81,26.72,1522175318.2184708
2018-03-27_132848,22.83,26.74,1522175328.2184849
2018-03-27_132858,22.81,26.78,1522175338.2184987
2018-03-27_132908,22.83,26.78,1522175348.218513
2018-03-27_132918,22.81,26.79,1522175358.218527
2018-03-27_132928,22.80,26.92,1522175368.218541
2018-03-27_132938,22.83,26.89,1522175378.218555
2018-03-27_132948,22.81,26.88,1522175388.218569
2018-03-27_132958,22.84,26.91,1522175398.2185829
2018-03-27_133008,22.81,26.92,1522175408.218597
2018-03-27_133018,22.80,26.95,1522175418.218611
2018-03-27_133028,22.81,27.01,1522175428.218625
2018-03-27_133038,22.81,26.99,1522175438.218639
2018-03-27_133048,22.83,27.01,1522175448.218653
2018-03-27_133058,22.81,27.02,1522175458.218667
2018-03-27_133108,22.83,27.08,1522175468.2186809
2018-03-27_133118,22.84,27.09,1522175478.218695
2018-03-27_133128,22.84,27.15,1522175488.218709
2018-03-27_133138,22.84,27.12,1522175498.2187228
2018-03-27_133148,22.84,27.20,1522175508.218737
2018-03-27_133158,22.83,27.24,1522175518.218751
2018-03-27_133208,22.86,27.25,1522175528.2187648
2018-03-27_133218,22.84,27.26,1522175538.2187788
2018-03-27_133228,22.86,27.31,1522175548.218793
2018-03-27_133238,22.86,27.36,1522175558.2188067
2018-03-27_133248,22.81,27.45,1522175568.2188208
2018-03-27_133258,22.83,27.44,1522175578.2188349
2018-03-27_133308,22.86,27.44,1522175588.218849
2018-03-27_133318,22.83,27.43,1522175598.2188628
2018-03-27_133328,22.86,27.42,1522175608.2188768
2018-03-27_133338,22.83,27.55,1522175618.218891
2018-03-27_133348,22.84,27.52,1522175628.2189047
2018-03-27_133358,22.86,27.50,1522175638.2189188
2018-03-27_133408,22.84,27.52,1522175648.218933
2018-03-27_133418,22.86,27.61,1522175658.218947
2018-03-27_133428,22.84,27.61,1522175668.218961
2018-03-27_133438,22.86,27.55,1522175678.218975
2018-03-27_133448,22.83,27.59,1522175688.218989
2018-03-27_133458,22.86,27.59,1522175698.219003
2018-03-27_133508,22.87,27.61,1522175708.219017
2018-03-27_133518,22.84,27.62,1522175718.2190309
2018-03-27_133528,22.83,27.62,1522175728.219045
2018-03-27_133538,22.86,27.66,1522175738.219059
2018-03-27_133548,22.84,27.64,1522175748.219073
2018-03-27_133558,22.84,27.64,1522175758.219087
2018-03-27_133608,22.84,27.73,1522175768.219101
2018-03-27_133618,22.83,27.69,1522175778.219115
2018-03-27_133628,22.87,27.70,1522175788.2191288
2018-03-27_133638,22.86,27.69,1522175798.219143
2018-03-27_133648,22.86,27.70,1522175808.219157
2018-03-27_133658,22.84,27.73,1522175818.2191708
2018-03-27_133708,22.87,27.79,1522175828.2191849
2018-03-27_133718,22.86,27.76,1522175838.219199
2018-03-27_133728,22.84,27.69,1522175848.2192128
2018-03-27_133738,22.84,27.78,1522175858.2192268
2018-03-27_133748,22.84,27.78,1522175868.219241
2018-03-27_133758,22.87,27.76,1522175878.2192547
2018-03-27_133808,22.84,27.76,1522175888.2192688
2018-03-27_133818,22.86,27.72,1522175898.2192829
2018-03-27_133828,22.87,27.79,1522175908.219297
2018-03-27_133838,22.86,27.82,1522175918.2193108
2018-03-27_133848,22.83,27.86,1522175928.2193248
2018-03-27_133858,22.84,27.77,1522175938.219339
2018-03-27_133908,22.84,27.77,1522175948.2193527
2018-03-27_133918,22.84,27.75,1522175958.219367
2018-03-27_133928,22.86,27.70,1522175968.219381
2018-03-27_133938,22.84,27.69,1522175978.219395
2018-03-27_133948,22.84,27.65,1522175988.219409
2018-03-27_133958,22.84,27.70,1522175998.219423
2018-03-27_134008,22.86,27.73,1522176008.219437
2018-03-27_134018,22.86,27.68,1522176018.219451
2018-03-27_134028,22.84,27.66,1522176028.219465
2018-03-27_134038,22.87,27.58,1522176038.2194788
2018-03-27_134048,22.87,27.64,1522176048.219493
2018-03-27_134058,22.86,27.62,1522176058.219507
2018-03-27_134108,22.86,27.61,1522176068.219521
2018-03-27_134118,22.84,27.65,1522176078.2195349
2018-03-27_134128,22.86,27.65,1522176088.219549
2018-03-27_134138,22.87,27.61,1522176098.219563
2018-03-27_134148,22.83,27.53,1522176108.2195768
2018-03-27_134158,22.83,27.59,1522176118.219591
2018-03-27_134208,22.86,27.51,1522176128.219605
2018-03-27_134218,22.83,27.53,1522176138.2196188
2018-03-27_134228,22.83,27.52,1522176148.2196329
2018-03-27_134238,22.84,27.49,1522176158.219647
2018-03-27_134248,22.84,27.52,1522176168.2196608
2018-03-27_134258,22.84,27.48,1522176178.2196748
2018-03-27_134308,22.83,27.49,1522176188.219689
2018-03-27_134318,22.84,27.44,1522176198.2197027
2018-03-27_134328,22.84,27.41,1522176208.2197168
2018-03-27_134338,22.83,27.41,1522176218.2197309
2018-03-27_134348,22.81,27.42,1522176228.219745
2018-03-27_134358,22.83,27.39,1522176238.2197587
2018-03-27_134408,22.84,27.39,1522176248.2197728
2018-03-27_134418,22.86,27.42,1522176258.2197871
2018-03-27_134428,22.86,27.35,1522176268.219801
2018-03-27_134438,22.84,27.32,1522176278.219815
2018-03-27_134448,22.84,27.32,1522176288.219829
2018-03-27_134458,22.83,27.32,1522176298.219843
2018-03-27_134508,22.86,27.34,1522176308.219857
2018-03-27_134518,22.84,27.29,1522176318.219871
2018-03-27_134528,22.83,27.23,1522176328.2198849
2018-03-27_134538,22.84,27.22,1522176338.219899
2018-03-27_134548,22.83,27.20,1522176348.219913
2018-03-27_134558,22.84,27.17,1522176358.2199268
2018-03-27_134608,22.86,27.17,1522176368.219941
2018-03-27_134618,22.83,27.14,1522176378.219955
2018-03-27_134628,22.84,27.18,1522176388.219969
2018-03-27_134638,22.86,27.10,1522176398.2199829
2018-03-27_134648,22.81,27.07,1522176408.219997
2018-03-27_134658,22.84,27.08,1522176418.220011
2018-03-27_134708,22.84,27.05,1522176428.2200248
2018-03-27_134718,22.83,27.02,1522176438.220039
2018-03-27_134728,22.84,27.04,1522176448.220053
2018-03-27_134738,22.84,27.02,1522176458.2200668
2018-03-27_134748,22.84,27.00,1522176468.2200809
2018-03-27_134758,22.84,27.00,1522176478.220095
2018-03-27_134808,22.81,26.98,1522176488.2201087
2018-03-27_134818,22.83,26.97,1522176498.2201228
