date, temp (C), RH (%), epoch time (s)
2018-04-10_140427,23.46,25.01,1523387067.843533
2018-04-10_140437,23.46,25.06,1523387077.843547
2018-04-10_140447,23.46,25.01,1523387087.8435612
2018-04-10_140457,23.48,25.04,1523387097.843575
2018-04-10_140507,23.49,25.03,1523387107.843589
2018-04-10_140517,23.49,25.02,1523387117.8436031
2018-04-10_140527,23.46,25.01,1523387127.843617
2018-04-10_140537,23.48,25.02,1523387137.843631
2018-04-10_140547,23.48,25.02,1523387147.843645
2018-04-10_140557,23.50,24.97,1523387157.843659
2018-04-10_140607,23.49,24.99,1523387167.843673
2018-04-10_140617,23.48,24.96,1523387177.843687
2018-04-10_140627,23.48,24.92,1523387187.843701
2018-04-10_140637,23.48,24.97,1523387197.8437152
2018-04-10_140647,23.49,24.93,1523387207.8437293
2018-04-10_140657,23.50,24.96,1523387217.843743
2018-04-10_140707,23.50,24.96,1523387227.8437572
2018-04-10_140717,23.48,24.95,1523387237.8437712
2018-04-10_140727,23.48,24.96,1523387247.8437853
2018-04-10_140737,23.49,24.92,1523387257.843799
2018-04-10_140747,23.50,24.97,1523387267.8438132
2018-04-10_140757,23.49,24.89,1523387277.8438272
2018-04-10_140807,23.48,24.92,1523387287.843841
2018-04-10_140817,23.50,24.93,1523387297.8438551
2018-04-10_140827,23.50,24.96,1523387307.8438692
2018-04-10_140837,23.52,24.89,1523387317.843883
2018-04-10_140847,23.50,24.95,1523387327.843897
2018-04-10_140857,23.49,24.89,1523387337.8439112
2018-04-10_140907,23.52,24.96,1523387347.843925
2018-04-10_140917,23.49,24.90,1523387357.843939
2018-04-10_140927,23.49,24.88,1523387367.8439531
2018-04-10_140937,23.49,24.91,1523387377.843967
2018-04-10_140947,23.52,24.91,1523387387.843981
2018-04-10_140957,23.50,24.88,1523387397.843995
2018-04-10_141007,23.50,24.88,1523387407.8440092
2018-04-10_141017,23.52,24.89,1523387417.844023
2018-04-10_141027,23.52,24.92,1523387427.844037
2018-04-10_141037,23.52,24.86,1523387437.8440511
2018-04-10_141047,23.52,24.86,1523387447.844065
2018-04-10_141057,23.52,24.85,1523387457.844079
2018-04-10_141107,23.52,24.85,1523387467.844093
2018-04-10_141117,23.50,24.85,1523387477.844107
2018-04-10_141127,23.52,24.91,1523387487.844121
2018-04-10_141137,23.53,24.85,1523387497.8441353
2018-04-10_141147,23.53,24.85,1523387507.8441489
2018-04-10_141157,23.54,24.83,1523387517.8441632
2018-04-10_141207,23.52,24.83,1523387527.8441772
2018-04-10_141217,23.50,24.82,1523387537.844191
2018-04-10_141227,23.52,24.81,1523387547.8442051
2018-04-10_141237,23.53,24.85,1523387557.8442192
2018-04-10_141247,23.53,24.82,1523387567.8442333
2018-04-10_141257,23.52,24.84,1523387577.844247
2018-04-10_141307,23.52,24.89,1523387587.8442612
2018-04-10_141317,23.54,24.85,1523387597.8442752
2018-04-10_141327,23.53,24.81,1523387607.844289
2018-04-10_141337,23.54,24.82,1523387617.8443031
2018-04-10_141347,23.52,24.85,1523387627.8443172
2018-04-10_141357,23.52,24.88,1523387637.844331
2018-04-10_141407,23.54,24.84,1523387647.844345
2018-04-10_141417,23.52,24.84,1523387657.8443592
2018-04-10_141427,23.53,24.86,1523387667.844373
2018-04-10_141437,23.54,24.83,1523387677.844387
2018-04-10_141447,23.53,24.81,1523387687.8444011
2018-04-10_141457,23.53,24.82,1523387697.844415
2018-04-10_141507,23.52,24.87,1523387707.844429
2018-04-10_141517,23.57,24.85,1523387717.844443
2018-04-10_141527,23.56,24.81,1523387727.8444571
2018-04-10_141537,23.54,24.85,1523387737.844471
2018-04-10_141547,23.54,24.87,1523387747.844485
2018-04-10_141557,23.54,24.87,1523387757.844499
2018-04-10_141607,23.56,24.85,1523387767.844513
2018-04-10_141617,23.54,24.91,1523387777.844527
2018-04-10_141627,23.56,24.88,1523387787.844541
2018-04-10_141637,23.53,24.82,1523387797.844555
2018-04-10_141647,23.56,24.85,1523387807.8445692
2018-04-10_141657,23.54,24.87,1523387817.8445833
2018-04-10_141707,23.57,24.85,1523387827.844597
2018-04-10_141717,23.54,24.87,1523387837.8446112
2018-04-10_141727,23.56,24.88,1523387847.8446252
2018-04-10_141737,23.56,24.84,1523387857.844639
2018-04-10_141747,23.56,24.87,1523387867.8446531
2018-04-10_141757,23.57,24.88,1523387877.8446672
2018-04-10_141807,23.54,24.87,1523387887.8446813
2018-04-10_141817,23.56,24.94,1523387897.844695
2018-04-10_141827,23.56,24.91,1523387907.8447092
2018-04-10_141837,23.56,24.92,1523387917.8447232
2018-04-10_141847,23.56,24.95,1523387927.844737
2018-04-10_141857,23.57,24.91,1523387937.8447511
2018-04-10_141907,23.54,24.92,1523387947.8447652
2018-04-10_141917,23.57,24.95,1523387957.844779
2018-04-10_141927,23.57,24.96,1523387967.844793
2018-04-10_141937,23.56,24.94,1523387977.8448071
2018-04-10_141947,23.57,24.94,1523387987.844821
2018-04-10_141957,23.56,24.91,1523387997.844835
2018-04-10_142007,23.54,24.98,1523388007.844849
2018-04-10_142017,23.56,24.98,1523388017.844863
2018-04-10_142027,23.54,24.98,1523388027.844877
2018-04-10_142037,23.57,24.98,1523388037.844891
2018-04-10_142047,23.57,24.96,1523388047.8449051
2018-04-10_142057,23.57,25.04,1523388057.844919
2018-04-10_142107,23.59,24.97,1523388067.844933
2018-04-10_142117,23.59,24.98,1523388077.844947
2018-04-10_142127,23.56,25.04,1523388087.844961
2018-04-10_142137,23.57,25.02,1523388097.844975
2018-04-10_142147,23.57,25.08,1523388107.8449893
2018-04-10_142157,23.59,25.02,1523388117.845003
2018-04-10_142207,23.57,25.01,1523388127.8450172
2018-04-10_142217,23.56,25.07,1523388137.8450313
2018-04-10_142227,23.57,25.02,1523388147.845045
2018-04-10_142237,23.57,25.04,1523388157.8450592
2018-04-10_142247,23.57,25.01,1523388167.8450732
2018-04-10_142257,23.60,25.08,1523388177.845087
2018-04-10_142307,23.57,25.07,1523388187.845101
2018-04-10_142317,23.57,25.08,1523388197.8451152
2018-04-10_142327,23.59,25.07,1523388207.8451293
2018-04-10_142337,23.59,25.04,1523388217.845143
2018-04-10_142347,23.59,25.08,1523388227.8451571
2018-04-10_142357,23.57,25.09,1523388237.8451712
2018-04-10_142407,23.57,25.09,1523388247.845185
2018-04-10_142417,23.57,25.11,1523388257.845199
2018-04-10_142427,23.57,25.15,1523388267.8452132
2018-04-10_142437,23.57,25.12,1523388277.845227
2018-04-10_142447,23.60,25.12,1523388287.845241
2018-04-10_142457,23.57,25.15,1523388297.8452551
2018-04-10_142507,23.57,25.14,1523388307.845269
2018-04-10_142517,23.60,25.15,1523388317.845283
2018-04-10_142527,23.59,25.15,1523388327.845297
2018-04-10_142537,23.59,25.17,1523388337.845311
2018-04-10_142547,23.60,25.15,1523388347.845325
2018-04-10_142557,23.57,25.18,1523388357.845339
2018-04-10_142607,23.60,25.14,1523388367.8453531
2018-04-10_142617,23.60,25.21,1523388377.845367
2018-04-10_142627,23.61,25.18,1523388387.845381
2018-04-10_142637,23.60,25.20,1523388397.845395
2018-04-10_142647,23.57,25.21,1523388407.845409
2018-04-10_142657,23.61,25.15,1523388417.8454232
2018-04-10_142707,23.61,25.18,1523388427.8454373
2018-04-10_142717,23.59,25.22,1523388437.845451
2018-04-10_142727,23.59,25.17,1523388447.8454652
2018-04-10_142737,23.57,25.21,1523388457.8454792
2018-04-10_142747,23.61,25.21,1523388467.845493
2018-04-10_142757,23.59,25.20,1523388477.8455071
2018-04-10_142807,23.59,25.21,1523388487.8455212
2018-04-10_142817,23.60,25.27,1523388497.845535
2018-04-10_142827,23.61,25.24,1523388507.845549
2018-04-10_142837,23.60,25.24,1523388517.8455632
2018-04-10_142847,23.60,25.21,1523388527.8455772
2018-04-10_142857,23.60,25.27,1523388537.845591
2018-04-10_142907,23.60,25.22,1523388547.8456051
2018-04-10_142917,23.61,25.27,1523388557.8456192
2018-04-10_142927,23.63,25.24,1523388567.845633
2018-04-10_142937,23.60,25.24,1523388577.845647
2018-04-10_142947,23.60,25.28,1523388587.8456612
2018-04-10_142957,23.61,25.28,1523388597.845675
2018-04-10_143007,23.61,25.31,1523388607.845689
2018-04-10_143017,23.60,25.30,1523388617.8457031
2018-04-10_143027,23.61,25.30,1523388627.845717
2018-04-10_143037,23.61,25.31,1523388637.845731
2018-04-10_143047,23.61,25.27,1523388647.845745
2018-04-10_143057,23.61,25.27,1523388657.845759
2018-04-10_143107,23.61,25.34,1523388667.845773
2018-04-10_143117,23.63,25.33,1523388677.845787
2018-04-10_143127,23.61,25.33,1523388687.845801
2018-04-10_143137,23.60,25.31,1523388697.845815
2018-04-10_143147,23.60,25.36,1523388707.845829
2018-04-10_143157,23.60,25.31,1523388717.8458433
2018-04-10_143207,23.61,25.31,1523388727.845857
2018-04-10_143217,23.63,25.31,1523388737.8458712
2018-04-10_143227,23.63,25.33,1523388747.8458853
2018-04-10_143237,23.60,25.34,1523388757.845899
2018-04-10_143247,23.63,25.33,1523388767.8459132
2018-04-10_143257,23.60,25.33,1523388777.8459272
2018-04-10_143307,23.61,25.34,1523388787.845941
2018-04-10_143317,23.60,25.33,1523388797.8459551
2018-04-10_143327,23.60,25.34,1523388807.8459692
2018-04-10_143337,23.60,25.32,1523388817.845983
2018-04-10_143347,23.61,25.34,1523388827.845997
2018-04-10_143357,23.61,25.37,1523388837.8460112
2018-04-10_143407,23.61,25.41,1523388847.8460252
2018-04-10_143417,23.61,25.36,1523388857.846039
2018-04-10_143427,23.61,25.38,1523388867.8460531
2018-04-10_143437,23.63,25.39,1523388877.8460672
2018-04-10_143447,23.61,25.39,1523388887.846081
2018-04-10_143457,23.61,25.37,1523388897.846095
2018-04-10_143507,23.61,25.37,1523388907.8461092
2018-04-10_143517,23.61,25.38,1523388917.846123
2018-04-10_143527,23.61,25.38,1523388927.846137
2018-04-10_143537,23.63,25.37,1523388937.846151
2018-04-10_143547,23.63,25.38,1523388947.846165
2018-04-10_143557,23.61,25.38,1523388957.846179
2018-04-10_143607,23.63,25.36,1523388967.846193
2018-04-10_143617,23.61,25.34,1523388977.846207
2018-04-10_143627,23.63,25.41,1523388987.846221
2018-04-10_143637,23.60,25.37,1523388997.846235
2018-04-10_143647,23.61,25.38,1523389007.846249
2018-04-10_143657,23.63,25.37,1523389017.846263
2018-04-10_143707,23.64,25.37,1523389027.8462772
2018-04-10_143717,23.61,25.39,1523389037.8462913
2018-04-10_143727,23.61,25.34,1523389047.8463051
2018-04-10_143737,23.61,25.35,1523389057.8463192
2018-04-10_143747,23.60,25.37,1523389067.8463333
2018-04-10_143757,23.63,25.34,1523389077.846347
2018-04-10_143807,23.64,25.37,1523389087.8463612
2018-04-10_143817,23.64,25.35,1523389097.8463752
2018-04-10_143827,23.61,25.38,1523389107.846389
2018-04-10_143837,23.63,25.37,1523389117.8464031
2018-04-10_143847,23.60,25.32,1523389127.8464172
2018-04-10_143857,23.61,25.38,1523389137.846431
2018-04-10_143907,23.63,25.34,1523389147.846445
2018-04-10_143917,23.61,25.37,1523389157.8464592
2018-04-10_143927,23.61,25.35,1523389167.8464732
2018-04-10_143937,23.60,25.34,1523389177.846487
2018-04-10_143947,23.63,25.37,1523389187.846501
2018-04-10_143957,23.61,25.36,1523389197.8465152
2018-04-10_144007,23.63,25.33,1523389207.846529
2018-04-10_144017,23.61,25.33,1523389217.846543
2018-04-10_144027,23.61,25.34,1523389227.8465571
2018-04-10_144037,23.63,25.34,1523389237.846571
2018-04-10_144047,23.61,25.30,1523389247.846585
2018-04-10_144057,23.60,25.38,1523389257.846599
2018-04-10_144107,23.63,25.33,1523389267.846613
2018-04-10_144117,23.60,25.30,1523389277.846627
2018-04-10_144127,23.63,25.30,1523389287.846641
2018-04-10_144137,23.61,25.27,1523389297.846655
2018-04-10_144147,23.60,25.31,1523389307.846669
2018-04-10_144157,23.60,25.32,1523389317.846683
2018-04-10_144207,23.61,25.25,1523389327.8466973
2018-04-10_144217,23.63,25.27,1523389337.8467112
2018-04-10_144227,23.63,25.28,1523389347.8467252
2018-04-10_144237,23.61,25.24,1523389357.8467393
2018-04-10_144247,23.60,25.28,1523389367.8467531
2018-04-10_144257,23.61,25.28,1523389377.8467672
2018-04-10_144307,23.61,25.30,1523389387.8467813
2018-04-10_144317,23.64,25.28,1523389397.846795
2018-04-10_144327,23.63,25.26,1523389407.8468091
2018-04-10_144337,23.63,25.28,1523389417.8468232
2018-04-10_144347,23.61,25.32,1523389427.846837
2018-04-10_144357,23.61,25.24,1523389437.846851
2018-04-10_144407,23.63,25.24,1523389447.8468652
2018-04-10_144417,23.61,25.21,1523389457.846879
2018-04-10_144427,23.63,25.23,1523389467.846893
2018-04-10_144437,23.60,25.26,1523389477.8469071
2018-04-10_144447,23.64,25.23,1523389487.8469212
2018-04-10_144457,23.61,25.21,1523389497.846935
2018-04-10_144507,23.61,25.18,1523389507.846949
2018-04-10_144517,23.63,25.20,1523389517.8469632
2018-04-10_144527,23.64,25.20,1523389527.846977
2018-04-10_144537,23.60,25.18,1523389537.846991
2018-04-10_144547,23.63,25.18,1523389547.8470051
2018-04-10_144557,23.63,25.21,1523389557.847019
2018-04-10_144607,23.63,25.20,1523389567.847033
2018-04-10_144617,23.63,25.11,1523389577.847047
2018-04-10_144627,23.63,25.17,1523389587.847061
2018-04-10_144637,23.63,25.13,1523389597.847075
2018-04-10_144647,23.63,25.13,1523389607.847089
2018-04-10_144657,23.63,25.08,1523389617.8471029
2018-04-10_144707,23.61,25.07,1523389627.847117
2018-04-10_144717,23.63,25.11,1523389637.8471313
2018-04-10_144727,23.61,25.08,1523389647.8471453
2018-04-10_144737,23.61,25.10,1523389657.8471591
2018-04-10_144747,23.63,25.06,1523389667.8471732
2018-04-10_144757,23.63,25.00,1523389677.8471873
2018-04-10_144807,23.61,25.04,1523389687.847201
2018-04-10_144817,23.63,25.04,1523389697.8472152
2018-04-10_144827,23.61,25.05,1523389707.8472292
2018-04-10_144837,23.61,25.06,1523389717.847243
2018-04-10_144847,23.61,25.00,1523389727.8472571
2018-04-10_144857,23.63,25.03,1523389737.8472712
2018-04-10_144907,23.61,25.00,1523389747.847285
2018-04-10_144917,23.61,24.97,1523389757.847299
2018-04-10_144927,23.63,24.97,1523389767.8473132
2018-04-10_144937,23.63,24.94,1523389777.847327
2018-04-10_144947,23.64,24.91,1523389787.847341
2018-04-10_144957,23.60,24.91,1523389797.8473551
2018-04-10_145007,23.61,24.90,1523389807.8473692
2018-04-10_145017,23.60,24.88,1523389817.847383
2018-04-10_145027,23.61,24.90,1523389827.847397
2018-04-10_145037,23.60,24.84,1523389837.8474112
2018-04-10_145047,23.61,24.84,1523389847.847425
2018-04-10_145057,23.59,24.88,1523389857.847439
2018-04-10_145107,23.60,24.86,1523389867.847453
2018-04-10_145117,23.61,24.84,1523389877.847467
2018-04-10_145127,23.63,24.80,1523389887.847481
2018-04-10_145137,23.60,24.83,1523389897.847495
2018-04-10_145147,23.60,24.79,1523389907.847509
2018-04-10_145157,23.63,24.80,1523389917.847523
2018-04-10_145207,23.61,24.82,1523389927.847537
2018-04-10_145217,23.61,24.77,1523389937.8475509
2018-04-10_145227,23.60,24.83,1523389947.8475652
2018-04-10_145237,23.60,24.78,1523389957.8475792
2018-04-10_145247,23.61,24.77,1523389967.8475933
2018-04-10_145257,23.61,24.74,1523389977.8476071
2018-04-10_145307,23.61,24.77,1523389987.8476212
2018-04-10_145317,23.61,24.81,1523389997.8476353
2018-04-10_145327,23.63,24.70,1523390007.847649
2018-04-10_145337,23.61,24.72,1523390017.8476632
2018-04-10_145347,23.61,24.71,1523390027.8476772
2018-04-10_145357,23.61,24.70,1523390037.847691
2018-04-10_145407,23.63,24.76,1523390047.8477051
2018-04-10_145417,23.63,24.70,1523390057.8477192
2018-04-10_145427,23.61,24.71,1523390067.847733
2018-04-10_145437,23.63,24.72,1523390077.847747
2018-04-10_145447,23.63,24.67,1523390087.8477612
2018-04-10_145457,23.60,24.71,1523390097.847775
2018-04-10_145507,23.61,24.70,1523390107.847789
2018-04-10_145517,23.63,24.70,1523390117.847803
2018-04-10_145527,23.64,24.66,1523390127.8478172
2018-04-10_145537,23.61,24.66,1523390137.847831
2018-04-10_145547,23.61,24.64,1523390147.847845
2018-04-10_145557,23.63,24.63,1523390157.8478591
2018-04-10_145607,23.63,24.59,1523390167.847873
2018-04-10_145617,23.61,24.61,1523390177.847887
2018-04-10_145627,23.61,24.61,1523390187.847901
2018-04-10_145637,23.61,24.59,1523390197.847915
2018-04-10_145647,23.61,24.58,1523390207.847929
2018-04-10_145657,23.60,24.64,1523390217.847943
2018-04-10_145707,23.63,24.61,1523390227.847957
2018-04-10_145717,23.60,24.57,1523390237.847971
2018-04-10_145727,23.63,24.57,1523390247.8479853
2018-04-10_145737,23.63,24.56,1523390257.8479989
2018-04-10_145747,23.63,24.55,1523390267.8480132
2018-04-10_145757,23.64,24.56,1523390277.8480272
2018-04-10_145807,23.61,24.59,1523390287.8480413
2018-04-10_145817,23.63,24.56,1523390297.8480551
2018-04-10_145827,23.61,24.55,1523390307.8480692
2018-04-10_145837,23.63,24.57,1523390317.8480833
2018-04-10_145847,23.60,24.58,1523390327.848097
2018-04-10_145857,23.61,24.56,1523390337.8481112
2018-04-10_145907,23.64,24.53,1523390347.8481252
2018-04-10_145917,23.61,24.56,1523390357.848139
2018-04-10_145927,23.63,24.53,1523390367.848153
2018-04-10_145937,23.63,24.56,1523390377.8481672
2018-04-10_145947,23.63,24.53,1523390387.848181
2018-04-10_145957,23.63,24.53,1523390397.848195
2018-04-10_150007,23.63,24.50,1523390407.8482091
2018-04-10_150017,23.64,24.57,1523390417.848223
2018-04-10_150027,23.63,24.51,1523390427.848237
2018-04-10_150037,23.63,24.51,1523390437.848251
2018-04-10_150047,23.63,24.52,1523390447.8482652
2018-04-10_150057,23.64,24.53,1523390457.848279
2018-04-10_150107,23.63,24.50,1523390467.848293
2018-04-10_150117,23.63,24.52,1523390477.8483071
2018-04-10_150127,23.63,24.49,1523390487.848321
2018-04-10_150137,23.63,24.52,1523390497.848335
2018-04-10_150147,23.63,24.49,1523390507.848349
2018-04-10_150157,23.63,24.46,1523390517.848363
2018-04-10_150207,23.63,24.49,1523390527.848377
2018-04-10_150217,23.63,24.53,1523390537.848391
2018-04-10_150227,23.61,24.53,1523390547.848405
2018-04-10_150237,23.64,24.56,1523390557.8484192
2018-04-10_150247,23.64,24.47,1523390567.8484333
2018-04-10_150257,23.64,24.49,1523390577.848447
2018-04-10_150307,23.66,24.49,1523390587.8484612
2018-04-10_150317,23.63,24.50,1523390597.8484752
2018-04-10_150327,23.66,24.52,1523390607.8484893
2018-04-10_150337,23.64,24.48,1523390617.848503
2018-04-10_150347,23.64,24.49,1523390627.8485172
2018-04-10_150357,23.63,24.47,1523390637.8485312
2018-04-10_150407,23.64,24.50,1523390647.848545
2018-04-10_150417,23.66,24.47,1523390657.8485591
2018-04-10_150427,23.63,24.50,1523390667.8485732
2018-04-10_150437,23.66,24.49,1523390677.848587
2018-04-10_150447,23.63,24.53,1523390687.848601
2018-04-10_150457,23.63,24.49,1523390697.8486152
2018-04-10_150507,23.64,24.50,1523390707.848629
2018-04-10_150517,23.64,24.53,1523390717.848643
2018-04-10_150527,23.63,24.52,1523390727.8486571
2018-04-10_150537,23.66,24.47,1523390737.848671
2018-04-10_150547,23.64,24.46,1523390747.848685
2018-04-10_150557,23.66,24.55,1523390757.848699
2018-04-10_150607,23.64,24.55,1523390767.8487132
2018-04-10_150617,23.64,24.55,1523390777.848727
2018-04-10_150627,23.66,24.55,1523390787.848741
2018-04-10_150637,23.64,24.52,1523390797.8487551
2018-04-10_150647,23.64,24.53,1523390807.848769
2018-04-10_150657,23.64,24.50,1523390817.848783
2018-04-10_150707,23.63,24.55,1523390827.848797
2018-04-10_150717,23.64,24.57,1523390837.848811
2018-04-10_150727,23.66,24.53,1523390847.848825
2018-04-10_150737,23.64,24.56,1523390857.8488393
2018-04-10_150747,23.64,24.55,1523390867.8488529
2018-04-10_150757,23.66,24.57,1523390877.8488672
2018-04-10_150807,23.64,24.55,1523390887.8488812
2018-04-10_150817,23.66,24.59,1523390897.848895
2018-04-10_150827,23.66,24.61,1523390907.8489091
2018-04-10_150837,23.64,24.59,1523390917.8489232
2018-04-10_150847,23.66,24.57,1523390927.8489373
2018-04-10_150857,23.66,24.57,1523390937.848951
2018-04-10_150907,23.66,24.61,1523390947.8489652
2018-04-10_150917,23.66,24.61,1523390957.8489792
2018-04-10_150927,23.67,24.61,1523390967.848993
2018-04-10_150937,23.64,24.66,1523390977.8490071
2018-04-10_150947,23.64,24.63,1523390987.8490212
2018-04-10_150957,23.64,24.65,1523390997.849035
2018-04-10_151007,23.66,24.60,1523391007.849049
2018-04-10_151017,23.66,24.64,1523391017.8490632
2018-04-10_151027,23.67,24.67,1523391027.849077
2018-04-10_151037,23.66,24.69,1523391037.849091
2018-04-10_151047,23.66,24.69,1523391047.8491051
2018-04-10_151057,23.67,24.67,1523391057.849119
2018-04-10_151107,23.64,24.70,1523391067.849133
2018-04-10_151117,23.67,24.66,1523391077.849147
2018-04-10_151127,23.66,24.72,1523391087.8491611
2018-04-10_151137,23.67,24.72,1523391097.849175
2018-04-10_151147,23.66,24.73,1523391107.849189
2018-04-10_151157,23.67,24.74,1523391117.849203
2018-04-10_151207,23.69,24.73,1523391127.849217
2018-04-10_151217,23.67,24.74,1523391137.849231
2018-04-10_151227,23.64,24.77,1523391147.849245
2018-04-10_151237,23.66,24.79,1523391157.849259
2018-04-10_151247,23.67,24.73,1523391167.8492732
2018-04-10_151257,23.67,24.79,1523391177.8492873
2018-04-10_151307,23.69,24.79,1523391187.849301
2018-04-10_151317,23.64,24.80,1523391197.8493152
2018-04-10_151327,23.64,24.82,1523391207.8493292
2018-04-10_151337,23.67,24.80,1523391217.849343
2018-04-10_151347,23.67,24.86,1523391227.8493571
2018-04-10_151357,23.66,24.86,1523391237.8493712
2018-04-10_151407,23.66,24.84,1523391247.8493853
2018-04-10_151417,23.66,24.86,1523391257.849399
2018-04-10_151427,23.64,24.87,1523391267.8494132
2018-04-10_151437,23.67,24.83,1523391277.8494272
2018-04-10_151447,23.66,24.87,1523391287.849441
2018-04-10_151457,23.69,24.87,1523391297.849455
2018-04-10_151507,23.66,24.90,1523391307.8494692
2018-04-10_151517,23.69,24.87,1523391317.849483
2018-04-10_151527,23.67,24.94,1523391327.849497
2018-04-10_151537,23.69,24.92,1523391337.8495111
2018-04-10_151547,23.66,24.92,1523391347.849525
2018-04-10_151557,23.67,24.90,1523391357.849539
2018-04-10_151607,23.69,24.90,1523391367.849553
2018-04-10_151617,23.67,24.97,1523391377.849567
2018-04-10_151627,23.66,24.92,1523391387.849581
2018-04-10_151637,23.69,25.00,1523391397.849595
2018-04-10_151647,23.67,24.97,1523391407.8496091
2018-04-10_151657,23.66,25.02,1523391417.849623
2018-04-10_151707,23.69,24.99,1523391427.849637
2018-04-10_151717,23.67,24.99,1523391437.849651
2018-04-10_151727,23.69,24.99,1523391447.849665
2018-04-10_151737,23.69,24.99,1523391457.849679
2018-04-10_151747,23.69,25.03,1523391467.8496933
2018-04-10_151757,23.66,25.00,1523391477.8497071
2018-04-10_151807,23.66,25.07,1523391487.8497212
2018-04-10_151817,23.70,25.05,1523391497.8497353
2018-04-10_151827,23.67,25.04,1523391507.849749
2018-04-10_151837,23.69,25.06,1523391517.8497632
2018-04-10_151847,23.69,25.06,1523391527.8497772
2018-04-10_151857,23.67,25.03,1523391537.849791
2018-04-10_151907,23.70,25.02,1523391547.849805
2018-04-10_151917,23.66,25.05,1523391557.8498192
2018-04-10_151927,23.69,25.10,1523391567.8498333
2018-04-10_151937,23.69,25.10,1523391577.849847
2018-04-10_151947,23.69,25.09,1523391587.8498611
2018-04-10_151957,23.67,25.11,1523391597.8498752
2018-04-10_152007,23.69,25.04,1523391607.849889
2018-04-10_152017,23.70,25.11,1523391617.849903
2018-04-10_152027,23.69,25.11,1523391627.8499172
2018-04-10_152037,23.70,25.11,1523391637.849931
2018-04-10_152047,23.69,25.13,1523391647.849945
2018-04-10_152057,23.69,25.17,1523391657.8499591
2018-04-10_152107,23.70,25.09,1523391667.849973
2018-04-10_152117,23.70,25.12,1523391677.849987
2018-04-10_152127,23.70,25.10,1523391687.850001
2018-04-10_152137,23.69,25.11,1523391697.850015
2018-04-10_152147,23.67,25.11,1523391707.850029
2018-04-10_152157,23.67,25.13,1523391717.850043
2018-04-10_152207,23.70,25.12,1523391727.8500571
2018-04-10_152217,23.69,25.14,1523391737.850071
2018-04-10_152227,23.69,25.16,1523391747.850085
2018-04-10_152237,23.69,25.10,1523391757.850099
2018-04-10_152247,23.70,25.15,1523391767.850113
2018-04-10_152257,23.70,25.17,1523391777.8501272
2018-04-10_152307,23.70,25.13,1523391787.8501413
2018-04-10_152317,23.72,25.11,1523391797.850155
2018-04-10_152327,23.70,25.13,1523391807.8501692
2018-04-10_152337,23.70,25.14,1523391817.8501832
2018-04-10_152347,23.69,25.16,1523391827.850197
2018-04-10_152357,23.67,25.16,1523391837.8502111
2018-04-10_152407,23.70,25.16,1523391847.8502252
2018-04-10_152417,23.70,25.18,1523391857.850239
2018-04-10_152427,23.70,25.15,1523391867.850253
2018-04-10_152437,23.70,25.16,1523391877.8502672
2018-04-10_152447,23.70,25.19,1523391887.8502812
2018-04-10_152457,23.70,25.17,1523391897.850295
2018-04-10_152507,23.70,25.15,1523391907.8503091
2018-04-10_152517,23.72,25.15,1523391917.8503232
2018-04-10_152527,23.72,25.17,1523391927.850337
2018-04-10_152537,23.73,25.19,1523391937.850351
2018-04-10_152547,23.69,25.16,1523391947.8503652
2018-04-10_152557,23.70,25.19,1523391957.850379
2018-04-10_152607,23.70,25.15,1523391967.850393
2018-04-10_152617,23.70,25.18,1523391977.8504071
2018-04-10_152627,23.70,25.17,1523391987.850421
2018-04-10_152637,23.72,25.16,1523391997.850435
2018-04-10_152647,23.72,25.16,1523392007.850449
2018-04-10_152657,23.72,25.12,1523392017.850463
2018-04-10_152707,23.70,25.15,1523392027.850477
2018-04-10_152717,23.72,25.15,1523392037.850491
2018-04-10_152727,23.70,25.19,1523392047.850505
2018-04-10_152737,23.72,25.13,1523392057.850519
2018-04-10_152747,23.70,25.17,1523392067.850533
2018-04-10_152757,23.69,25.15,1523392077.8505473
2018-04-10_152807,23.72,25.12,1523392087.8505611
2018-04-10_152817,23.70,25.13,1523392097.8505752
2018-04-10_152827,23.70,25.13,1523392107.8505893
2018-04-10_152837,23.72,25.16,1523392117.850603
2018-04-10_152847,23.73,25.15,1523392127.8506172
2018-04-10_152857,23.72,25.13,1523392137.8506312
2018-04-10_152907,23.70,25.13,1523392147.850645
2018-04-10_152917,23.69,25.13,1523392157.8506591
2018-04-10_152927,23.72,25.08,1523392167.8506732
2018-04-10_152937,23.72,25.10,1523392177.850687
2018-04-10_152947,23.72,25.10,1523392187.850701
2018-04-10_152957,23.70,25.12,1523392197.8507152
2018-04-10_153007,23.72,25.10,1523392207.8507292
2018-04-10_153017,23.72,25.10,1523392217.850743
2018-04-10_153027,23.69,25.09,1523392227.8507571
2018-04-10_153037,23.70,25.11,1523392237.8507712
2018-04-10_153047,23.72,25.08,1523392247.850785
2018-04-10_153057,23.72,25.08,1523392257.850799
2018-04-10_153107,23.70,25.05,1523392267.8508132
2018-04-10_153117,23.73,25.08,1523392277.850827
2018-04-10_153127,23.72,25.08,1523392287.850841
2018-04-10_153137,23.70,25.08,1523392297.850855
2018-04-10_153147,23.72,25.05,1523392307.850869
2018-04-10_153157,23.70,25.09,1523392317.850883
2018-04-10_153207,23.73,25.06,1523392327.850897
2018-04-10_153217,23.72,25.00,1523392337.850911
2018-04-10_153227,23.73,25.03,1523392347.850925
