2018-04-05_000015,23.70,24.77,1522904415.8908293
2018-04-05_000025,23.70,24.78,1522904425.8908432
2018-04-05_000035,23.70,24.85,1522904435.8908572
2018-04-05_000045,23.67,24.82,1522904445.8908713
2018-04-05_000055,23.67,24.83,1522904455.890885
2018-04-05_000105,23.70,24.82,1522904465.8908992
2018-04-05_000115,23.69,24.82,1522904475.8909132
2018-04-05_000125,23.69,24.85,1522904485.890927
2018-04-05_000135,23.72,24.80,1522904495.8909411
2018-04-05_000145,23.67,24.84,1522904505.8909552
2018-04-05_000155,23.70,24.85,1522904515.890969
2018-04-05_000205,23.70,24.83,1522904525.890983
2018-04-05_000215,23.70,24.83,1522904535.8909972
2018-04-05_000225,23.70,24.86,1522904545.891011
2018-04-05_000235,23.70,24.82,1522904555.891025
2018-04-05_000245,23.69,24.83,1522904565.8910391
2018-04-05_000255,23.67,24.88,1522904575.8910532
2018-04-05_000305,23.70,24.83,1522904585.891067
2018-04-05_000315,23.70,24.85,1522904595.8910813
2018-04-05_000325,23.70,24.85,1522904605.8910954
2018-04-05_000335,23.70,24.90,1522904615.8911092
2018-04-05_000345,23.70,24.88,1522904625.8911233
2018-04-05_000355,23.70,24.88,1522904635.8911374
2018-04-05_000405,23.72,24.83,1522904645.8911512
2018-04-05_000415,23.70,24.89,1522904655.8911653
2018-04-05_000425,23.69,24.88,1522904665.8911793
2018-04-05_000435,23.69,24.88,1522904675.8911932
2018-04-05_000445,23.70,24.86,1522904685.8912072
2018-04-05_000455,23.70,24.85,1522904695.8912213
2018-04-05_000505,23.72,24.86,1522904705.8912354
2018-04-05_000515,23.70,24.88,1522904715.8912492
2018-04-05_000525,23.72,24.86,1522904725.8912632
2018-04-05_000535,23.67,24.90,1522904735.8912773
2018-04-05_000545,23.70,24.83,1522904745.8912911
2018-04-05_000555,23.70,24.86,1522904755.8913052
2018-04-05_000605,23.70,24.83,1522904765.8913193
2018-04-05_000615,23.70,24.88,1522904775.891333
2018-04-05_000625,23.72,24.83,1522904785.8913472
2018-04-05_000635,23.72,24.85,1522904795.8913612
2018-04-05_000645,23.72,24.84,1522904805.891375
2018-04-05_000655,23.70,24.82,1522904815.8913891
2018-04-05_000705,23.69,24.83,1522904825.8914032
2018-04-05_000715,23.69,24.86,1522904835.891417
2018-04-05_000725,23.70,24.83,1522904845.891431
2018-04-05_000735,23.72,24.87,1522904855.8914452
2018-04-05_000745,23.70,24.86,1522904865.891459
2018-04-05_000755,23.72,24.83,1522904875.891473
2018-04-05_000805,23.70,24.83,1522904885.8914871
2018-04-05_000815,23.72,24.80,1522904895.8915014
2018-04-05_000825,23.70,24.81,1522904905.8915153
2018-04-05_000835,23.72,24.83,1522904915.8915293
2018-04-05_000845,23.69,24.79,1522904925.8915434
2018-04-05_000855,23.72,24.79,1522904935.8915572
2018-04-05_000905,23.69,24.79,1522904945.8915713
2018-04-05_000915,23.70,24.80,1522904955.8915854
2018-04-05_000925,23.70,24.79,1522904965.8915992
2018-04-05_000935,23.70,24.80,1522904975.8916132
2018-04-05_000945,23.70,24.77,1522904985.8916273
2018-04-05_000955,23.72,24.79,1522904995.8916411
2018-04-05_001005,23.70,24.77,1522905005.8916552
2018-04-05_001015,23.70,24.76,1522905015.8916693
2018-04-05_001025,23.72,24.81,1522905025.8916833
2018-04-05_001035,23.70,24.75,1522905035.8916972
2018-04-05_001045,23.69,24.75,1522905045.8917112
2018-04-05_001055,23.70,24.75,1522905055.8917253
2018-04-05_001105,23.70,24.73,1522905065.8917391
2018-04-05_001115,23.72,24.73,1522905075.8917532
2018-04-05_001125,23.70,24.73,1522905085.8917673
2018-04-05_001135,23.73,24.72,1522905095.891781
2018-04-05_001145,23.70,24.73,1522905105.8917952
2018-04-05_001155,23.70,24.69,1522905115.8918092
2018-04-05_001205,23.69,24.68,1522905125.891823
2018-04-05_001215,23.69,24.72,1522905135.8918371
2018-04-05_001225,23.70,24.69,1522905145.8918512
2018-04-05_001235,23.69,24.66,1522905155.891865
2018-04-05_001245,23.70,24.71,1522905165.891879
2018-04-05_001255,23.70,24.65,1522905175.8918931
2018-04-05_001305,23.72,24.68,1522905185.891907
2018-04-05_001315,23.70,24.65,1522905195.891921
2018-04-05_001325,23.69,24.65,1522905205.8919353
2018-04-05_001335,23.69,24.65,1522905215.8919494
2018-04-05_001345,23.70,24.65,1522905225.8919632
2018-04-05_001355,23.70,24.64,1522905235.8919773
2018-04-05_001405,23.70,24.62,1522905245.8919914
2018-04-05_001415,23.70,24.58,1522905255.8920052
2018-04-05_001425,23.70,24.56,1522905265.8920193
2018-04-05_001435,23.70,24.65,1522905275.8920333
2018-04-05_001445,23.70,24.58,1522905285.8920472
2018-04-05_001455,23.70,24.56,1522905295.8920612
2018-04-05_001505,23.69,24.56,1522905305.8920753
2018-04-05_001515,23.69,24.58,1522905315.8920891
2018-04-05_001525,23.70,24.61,1522905325.8921032
2018-04-05_001535,23.70,24.57,1522905335.8921173
2018-04-05_001545,23.72,24.54,1522905345.8921313
2018-04-05_001555,23.72,24.56,1522905355.8921452
2018-04-05_001605,23.70,24.55,1522905365.8921592
2018-04-05_001615,23.69,24.58,1522905375.8921733
2018-04-05_001625,23.70,24.52,1522905385.892187
2018-04-05_001635,23.67,24.53,1522905395.8922012
2018-04-05_001645,23.69,24.49,1522905405.8922153
2018-04-05_001655,23.70,24.54,1522905415.892229
2018-04-05_001705,23.69,24.46,1522905425.8922431
2018-04-05_001715,23.69,24.48,1522905435.8922572
2018-04-05_001725,23.70,24.49,1522905445.892271
2018-04-05_001735,23.67,24.49,1522905455.892285
2018-04-05_001745,23.69,24.41,1522905465.8922992
2018-04-05_001755,23.67,24.46,1522905475.892313
