date, temp (C), RH (%), epoch time (s)
2018-04-10_104633,22.93,25.40,1523375193.3849056
2018-04-10_104643,22.93,25.36,1523375203.3849194
2018-04-10_104653,22.93,25.37,1523375213.3849335
2018-04-10_104703,22.90,25.34,1523375223.3849475
2018-04-10_104713,22.93,25.30,1523375233.3849614
2018-04-10_104723,22.94,25.33,1523375243.3849754
2018-04-10_104733,22.91,25.36,1523375253.3849895
2018-04-10_104743,22.91,25.34,1523375263.3850036
2018-04-10_104753,22.93,25.33,1523375273.3850174
2018-04-10_104803,22.93,25.37,1523375283.3850315
2018-04-10_104813,22.93,25.34,1523375293.3850455
2018-04-10_104823,22.91,25.34,1523375303.3850594
2018-04-10_104833,22.90,25.30,1523375313.3850734
2018-04-10_104843,22.93,25.29,1523375323.3850875
2018-04-10_104853,22.91,25.27,1523375333.3851013
2018-04-10_104903,22.91,25.30,1523375343.3851154
2018-04-10_104913,22.91,25.29,1523375353.3851295
2018-04-10_104923,22.91,25.26,1523375363.3851433
2018-04-10_104933,22.90,25.30,1523375373.3851573
2018-04-10_104943,22.90,25.27,1523375383.3851714
2018-04-10_104953,22.90,25.30,1523375393.3851852
2018-04-10_105003,22.91,25.23,1523375403.3851993
2018-04-10_105013,22.90,25.23,1523375413.3852134
2018-04-10_105023,22.91,25.27,1523375423.3852274
2018-04-10_105033,22.91,25.23,1523375433.3852413
2018-04-10_105043,22.88,25.21,1523375443.3852553
2018-04-10_105053,22.90,25.27,1523375453.3852694
2018-04-10_105103,22.90,25.23,1523375463.3852832
2018-04-10_105113,22.90,25.25,1523375473.3852973
2018-04-10_105123,22.90,25.27,1523375483.3853116
2018-04-10_105133,22.88,25.21,1523375493.3853252
2018-04-10_105143,22.91,25.24,1523375503.3853395
2018-04-10_105153,22.90,25.18,1523375513.3853536
2018-04-10_105203,22.91,25.21,1523375523.3853674
2018-04-10_105213,22.90,25.23,1523375533.3853815
2018-04-10_105223,22.93,25.21,1523375543.3853955
2018-04-10_105233,22.90,25.23,1523375553.3854094
2018-04-10_105243,22.91,25.18,1523375563.3854234
2018-04-10_105253,22.91,25.21,1523375573.3854375
2018-04-10_105303,22.91,25.19,1523375583.3854516
2018-04-10_105313,22.90,25.19,1523375593.3854654
2018-04-10_105323,22.91,25.20,1523375603.3854795
2018-04-10_105333,22.93,25.22,1523375613.3854935
2018-04-10_105343,22.91,25.20,1523375623.3855073
2018-04-10_105353,22.91,25.20,1523375633.3855214
2018-04-10_105403,22.91,25.17,1523375643.3855355
2018-04-10_105413,22.90,25.21,1523375653.3855493
2018-04-10_105423,22.93,25.23,1523375663.3855634
2018-04-10_105433,22.91,25.22,1523375673.3855774
2018-04-10_105443,22.93,25.19,1523375683.3855913
2018-04-10_105453,22.88,25.21,1523375693.3856053
2018-04-10_105503,22.91,25.26,1523375703.3856194
2018-04-10_105513,22.93,25.23,1523375713.3856332
2018-04-10_105523,22.90,25.21,1523375723.3856473
2018-04-10_105533,22.90,25.19,1523375733.3856614
2018-04-10_105543,22.93,25.23,1523375743.3856754
2018-04-10_105553,22.91,25.20,1523375753.3856893
2018-04-10_105603,22.90,25.25,1523375763.3857033
2018-04-10_105613,22.91,25.23,1523375773.3857174
2018-04-10_105623,22.91,25.23,1523375783.3857312
2018-04-10_105633,22.91,25.22,1523375793.3857455
2018-04-10_105643,22.91,25.22,1523375803.3857596
2018-04-10_105653,22.91,25.27,1523375813.3857734
2018-04-10_105703,22.90,25.26,1523375823.3857875
2018-04-10_105713,22.93,25.25,1523375833.3858016
2018-04-10_105723,22.91,25.30,1523375843.3858154
2018-04-10_105733,22.91,25.31,1523375853.3858294
2018-04-10_105743,22.90,25.30,1523375863.3858435
2018-04-10_105753,22.91,25.29,1523375873.3858573
2018-04-10_105803,22.91,25.33,1523375883.3858714
2018-04-10_105813,22.90,25.31,1523375893.3858855
2018-04-10_105823,22.90,25.33,1523375903.3858995
2018-04-10_105833,22.91,25.34,1523375913.3859134
2018-04-10_105843,22.91,25.31,1523375923.3859274
2018-04-10_105853,22.91,25.37,1523375933.3859415
2018-04-10_105903,22.90,25.33,1523375943.3859553
2018-04-10_105913,22.90,25.37,1523375953.3859694
2018-04-10_105923,22.88,25.34,1523375963.3859835
2018-04-10_105933,22.93,25.37,1523375973.3859973
2018-04-10_105943,22.90,25.33,1523375983.3860114
2018-04-10_105953,22.90,25.37,1523375993.3860254
2018-04-10_110003,22.90,25.36,1523376003.3860393
2018-04-10_110013,22.91,25.36,1523376013.3860533
2018-04-10_110023,22.88,25.40,1523376023.3860674
2018-04-10_110033,22.91,25.38,1523376033.3860812
2018-04-10_110043,22.90,25.40,1523376043.3860953
2018-04-10_110053,22.88,25.41,1523376053.3861094
2018-04-10_110103,22.88,25.40,1523376063.3861234
2018-04-10_110113,22.90,25.41,1523376073.3861396
