date, temp (C), RH (%), epoch time (s)
2018-03-06_105348,23.25,28.39,1520355228.620803
2018-03-06_105358,23.26,28.37,1520355238.620817
2018-03-06_105408,23.26,28.28,1520355248.620831
2018-03-06_105418,23.25,28.29,1520355258.620845
2018-03-06_105428,23.22,28.19,1520355268.620859
2018-03-06_105438,23.24,28.20,1520355278.620873
2018-03-06_105448,23.22,28.18,1520355288.620887
2018-03-06_105458,23.22,28.15,1520355298.620901
2018-03-06_105508,23.22,28.19,1520355308.620915
2018-03-06_105518,23.22,28.08,1520355318.620929
2018-03-06_105528,23.21,28.09,1520355328.620943
2018-03-06_105538,23.21,28.12,1520355338.620957
2018-03-06_105548,23.22,28.09,1520355348.620971
2018-03-06_105558,23.19,28.00,1520355358.620985
2018-03-06_105608,23.21,28.04,1520355368.620999
2018-03-06_105618,23.19,28.03,1520355378.621013
2018-03-06_105628,23.21,28.07,1520355388.621027
2018-03-06_105638,23.22,28.12,1520355398.621041
2018-03-06_105648,23.22,28.07,1520355408.621055
2018-03-06_105658,23.21,28.07,1520355418.621069
2018-03-06_105708,23.18,28.12,1520355428.621083
2018-03-06_105718,23.19,28.07,1520355438.621097
2018-03-06_105728,23.18,28.09,1520355448.621111
2018-03-06_105738,23.21,28.02,1520355458.621125
2018-03-06_105748,23.19,28.06,1520355468.621139
2018-03-06_105758,23.19,28.13,1520355478.621153
2018-03-06_105808,23.17,28.09,1520355488.621167
2018-03-06_105818,23.17,28.10,1520355498.621181
2018-03-06_105828,23.18,27.94,1520355508.621195
2018-03-06_105838,23.19,27.95,1520355518.621209
2018-03-06_105848,23.18,27.96,1520355528.621223
2018-03-06_105858,23.21,27.96,1520355538.621237
2018-03-06_105908,23.18,28.03,1520355548.621251
2018-03-06_105918,23.17,27.97,1520355558.621265
2018-03-06_105928,23.17,28.00,1520355568.621279
2018-03-06_105938,23.17,27.97,1520355578.621293
2018-03-06_105948,23.17,28.00,1520355588.621307
2018-03-06_105958,23.15,27.99,1520355598.621321
2018-03-06_110008,23.17,27.96,1520355608.621335
2018-03-06_110018,23.17,27.96,1520355618.621349
2018-03-06_110028,23.17,27.97,1520355628.621363
2018-03-06_110038,23.15,27.91,1520355638.621377
2018-03-06_110048,23.17,27.90,1520355648.621391
2018-03-06_110058,23.15,27.96,1520355658.621405
2018-03-06_110108,23.17,28.00,1520355668.621419
2018-03-06_110118,23.14,27.97,1520355678.621433
2018-03-06_110128,23.17,27.96,1520355688.621447
2018-03-06_110138,23.18,27.97,1520355698.621461
2018-03-06_110148,23.15,27.96,1520355708.621475
2018-03-06_110158,23.15,27.97,1520355718.621489
2018-03-06_110208,23.14,27.87,1520355728.621503
2018-03-06_110218,23.17,27.90,1520355738.621517
2018-03-06_110228,23.15,27.97,1520355748.621531
2018-03-06_110238,23.15,27.97,1520355758.621545
2018-03-06_110248,23.14,27.91,1520355768.621559
2018-03-06_110258,23.17,27.91,1520355778.621573
2018-03-06_110308,23.17,27.91,1520355788.621587
2018-03-06_110318,23.14,27.95,1520355798.621601
2018-03-06_110328,23.12,27.93,1520355808.621615
2018-03-06_110338,23.14,27.85,1520355818.621629
2018-03-06_110348,23.14,27.83,1520355828.621643
2018-03-06_110358,23.12,27.80,1520355838.621657
2018-03-06_110408,23.11,27.84,1520355848.621671
2018-03-06_110418,23.14,27.90,1520355858.621685
2018-03-06_110428,23.12,27.91,1520355868.621699
2018-03-06_110438,23.11,27.97,1520355878.621713
2018-03-06_110448,23.12,27.98,1520355888.621727
2018-03-06_110458,23.12,27.95,1520355898.621741
2018-03-06_110508,23.11,27.97,1520355908.621755
2018-03-06_110518,23.12,27.88,1520355918.621769
2018-03-06_110528,23.12,27.88,1520355928.621783
2018-03-06_110538,23.11,27.97,1520355938.621797
2018-03-06_110548,23.11,28.00,1520355948.621811
2018-03-06_110558,23.12,27.98,1520355958.621825
2018-03-06_110608,23.12,27.87,1520355968.621839
2018-03-06_110618,23.12,27.91,1520355978.621853
2018-03-06_110628,23.10,27.93,1520355988.621867
2018-03-06_110638,23.12,27.91,1520355998.621881
2018-03-06_110648,23.14,27.97,1520356008.621895
2018-03-06_110658,23.12,27.99,1520356018.621909
2018-03-06_110708,23.12,28.01,1520356028.621923
2018-03-06_110718,23.11,28.01,1520356038.621937
2018-03-06_110728,23.12,28.00,1520356048.621951
2018-03-06_110738,23.11,27.91,1520356058.621965
2018-03-06_110748,23.11,28.00,1520356068.621979
2018-03-06_110758,23.11,27.97,1520356078.621993
2018-03-06_110808,23.12,27.98,1520356088.622007
2018-03-06_110818,23.11,28.00,1520356098.622021
2018-03-06_110828,23.12,28.04,1520356108.622035
2018-03-06_110838,23.11,27.94,1520356118.622049
2018-03-06_110848,23.12,28.01,1520356128.622063
2018-03-06_110858,23.14,28.02,1520356138.622077
2018-03-06_110908,23.12,28.01,1520356148.622091
2018-03-06_110918,23.12,27.97,1520356158.622105
2018-03-06_110928,23.14,28.00,1520356168.622119
2018-03-06_110938,23.12,28.05,1520356178.622133
2018-03-06_110948,23.11,28.00,1520356188.622147
2018-03-06_110958,23.10,27.97,1520356198.622161
2018-03-06_111008,23.10,27.98,1520356208.622175
2018-03-06_111018,23.11,28.05,1520356218.622189
2018-03-06_111028,23.11,28.04,1520356228.622203
2018-03-06_111038,23.12,28.07,1520356238.622217
2018-03-06_111048,23.12,28.02,1520356248.622231
2018-03-06_111058,23.12,28.11,1520356258.622245
2018-03-06_111108,23.10,28.07,1520356268.622259
2018-03-06_111118,23.12,28.13,1520356278.622273
2018-03-06_111128,23.10,28.10,1520356288.622287
2018-03-06_111138,23.10,28.13,1520356298.622301
2018-03-06_111148,23.11,28.13,1520356308.622315
2018-03-06_111158,23.10,28.17,1520356318.622329
2018-03-06_111208,23.11,28.18,1520356328.622343
2018-03-06_111218,23.11,28.17,1520356338.622357
2018-03-06_111228,23.11,28.19,1520356348.622371
2018-03-06_111238,23.10,28.22,1520356358.622385
2018-03-06_111248,23.11,28.24,1520356368.622399
2018-03-06_111258,23.11,28.22,1520356378.622413
2018-03-06_111308,23.08,28.32,1520356388.622427
2018-03-06_111318,23.11,28.31,1520356398.622441
2018-03-06_111328,23.11,28.29,1520356408.622455
2018-03-06_111338,23.11,28.31,1520356418.622469
2018-03-06_111348,23.10,28.31,1520356428.622483
2018-03-06_111358,23.11,28.35,1520356438.622497
2018-03-06_111408,23.08,28.34,1520356448.622511
2018-03-06_111418,23.10,28.39,1520356458.622525
2018-03-06_111428,23.12,28.39,1520356468.622539
2018-03-06_111438,23.11,28.36,1520356478.622553
2018-03-06_111448,23.11,28.39,1520356488.622567
2018-03-06_111458,23.10,28.41,1520356498.622581
2018-03-06_111508,23.10,28.45,1520356508.622595
2018-03-06_111518,23.11,28.46,1520356518.622609
2018-03-06_111528,23.11,28.45,1520356528.622623
2018-03-06_111538,23.10,28.47,1520356538.622637
2018-03-06_111548,23.10,28.46,1520356548.622651
2018-03-06_111558,23.11,28.49,1520356558.622665
2018-03-06_111608,23.11,28.49,1520356568.622679
2018-03-06_111618,23.10,28.55,1520356578.622693
2018-03-06_111628,23.10,28.53,1520356588.622707
2018-03-06_111638,23.08,28.55,1520356598.622721
2018-03-06_111648,23.10,28.59,1520356608.622735
2018-03-06_111658,23.10,28.61,1520356618.622749
2018-03-06_111708,23.12,28.59,1520356628.622763
2018-03-06_111718,23.08,28.63,1520356638.622777
2018-03-06_111728,23.11,28.60,1520356648.622791
2018-03-06_111738,23.12,28.62,1520356658.622805
2018-03-06_111748,23.11,28.69,1520356668.622819
2018-03-06_111758,23.08,28.67,1520356678.622833
2018-03-06_111808,23.11,28.70,1520356688.622847
2018-03-06_111818,23.10,28.69,1520356698.622861
2018-03-06_111828,23.10,28.70,1520356708.622875
2018-03-06_111838,23.08,28.74,1520356718.622889
2018-03-06_111848,23.10,28.70,1520356728.622903
2018-03-06_111858,23.10,28.73,1520356738.622917
2018-03-06_111908,23.10,28.76,1520356748.622931
2018-03-06_111918,23.08,28.78,1520356758.622945
2018-03-06_111928,23.10,28.78,1520356768.622959
2018-03-06_111938,23.10,28.78,1520356778.622973
2018-03-06_111948,23.11,28.78,1520356788.622987
2018-03-06_111958,23.11,28.78,1520356798.623001
2018-03-06_112008,23.10,28.72,1520356808.623015
2018-03-06_112018,23.10,28.82,1520356818.623029
2018-03-06_112028,23.11,28.82,1520356828.623043
2018-03-06_112038,23.11,28.79,1520356838.623057
2018-03-06_112048,23.10,28.76,1520356848.623071
2018-03-06_112058,23.10,28.79,1520356858.623085
2018-03-06_112108,23.10,28.78,1520356868.623099
2018-03-06_112118,23.10,28.80,1520356878.623113
2018-03-06_112128,23.10,28.80,1520356888.623127
2018-03-06_112138,23.10,28.81,1520356898.623141
2018-03-06_112148,23.08,28.76,1520356908.623155
2018-03-06_112158,23.10,28.78,1520356918.623169
2018-03-06_112208,23.10,28.81,1520356928.623183
2018-03-06_112218,23.11,28.80,1520356938.623197
2018-03-06_112228,23.11,28.85,1520356948.623211
2018-03-06_112238,23.11,28.80,1520356958.623225
2018-03-06_112248,23.10,28.83,1520356968.623239
2018-03-06_112258,23.12,28.76,1520356978.623253
2018-03-06_112308,23.10,28.75,1520356988.623267
2018-03-06_112318,23.08,28.74,1520356998.623281
2018-03-06_112328,23.12,28.76,1520357008.623295
2018-03-06_112338,23.11,28.69,1520357018.623309
2018-03-06_112348,23.08,28.72,1520357028.623323
2018-03-06_112358,23.12,28.69,1520357038.623337
2018-03-06_112408,23.10,28.73,1520357048.623351
2018-03-06_112418,23.10,28.69,1520357058.623365
2018-03-06_112428,23.10,28.70,1520357068.623379
2018-03-06_112438,23.10,28.72,1520357078.623393
2018-03-06_112448,23.11,28.70,1520357088.623407
2018-03-06_112458,23.11,28.72,1520357098.623421
2018-03-06_112508,23.08,28.58,1520357108.623435
2018-03-06_112518,23.10,28.65,1520357118.623449
2018-03-06_112528,23.10,28.63,1520357128.623463
2018-03-06_112538,23.10,28.65,1520357138.623477
2018-03-06_112548,23.08,28.63,1520357148.623491
2018-03-06_112558,23.10,28.63,1520357158.623505
2018-03-06_112608,23.11,28.59,1520357168.623519
2018-03-06_112618,23.11,28.60,1520357178.623533
2018-03-06_112628,23.11,28.59,1520357188.623547
2018-03-06_112638,23.10,28.58,1520357198.623561
2018-03-06_112648,23.11,28.50,1520357208.623575
2018-03-06_112658,23.11,28.53,1520357218.623589
2018-03-06_112708,23.11,28.49,1520357228.623603
2018-03-06_112718,23.11,28.48,1520357238.623617
2018-03-06_112728,23.08,28.47,1520357248.623631
2018-03-06_112738,23.10,28.43,1520357258.623645
2018-03-06_112748,23.11,28.43,1520357268.623659
2018-03-06_112758,23.10,28.39,1520357278.623673
2018-03-06_112808,23.10,28.36,1520357288.623687
2018-03-06_112818,23.10,28.38,1520357298.623701
2018-03-06_112828,23.11,28.36,1520357308.623715
2018-03-06_112838,23.11,28.38,1520357318.623729
2018-03-06_112848,23.11,28.35,1520357328.623743
2018-03-06_112858,23.11,28.32,1520357338.623757
2018-03-06_112908,23.10,28.32,1520357348.623771
2018-03-06_112918,23.08,28.31,1520357358.623785
2018-03-06_112928,23.10,28.28,1520357368.623799
2018-03-06_112938,23.08,28.28,1520357378.623813
2018-03-06_112948,23.10,28.24,1520357388.623827
2018-03-06_112958,23.10,28.22,1520357398.623841
2018-03-06_113008,23.10,28.22,1520357408.623855
2018-03-06_113018,23.10,28.22,1520357418.623869
2018-03-06_113028,23.10,28.19,1520357428.623883
2018-03-06_113038,23.11,28.16,1520357438.623897
2018-03-06_113048,23.10,28.14,1520357448.623911
2018-03-06_113058,23.10,28.13,1520357458.623925
2018-03-06_113108,23.08,28.14,1520357468.623939
2018-03-06_113118,23.11,28.15,1520357478.623953
2018-03-06_113128,23.10,28.13,1520357488.623967
2018-03-06_113138,23.11,28.19,1520357498.623981
2018-03-06_113148,23.10,28.09,1520357508.623995
2018-03-06_113158,23.11,28.01,1520357518.624009
2018-03-06_113208,23.11,28.05,1520357528.624023
2018-03-06_113218,23.10,28.04,1520357538.624037
2018-03-06_113228,23.11,28.01,1520357548.624051
2018-03-06_113238,23.11,27.99,1520357558.624065
2018-03-06_113248,23.10,27.92,1520357568.624079
2018-03-06_113258,23.08,27.91,1520357578.624093
2018-03-06_113308,23.10,27.90,1520357588.624107
2018-03-06_113318,23.08,27.91,1520357598.624121
2018-03-06_113328,23.11,27.90,1520357608.624135
2018-03-06_113338,23.11,27.88,1520357618.624149
2018-03-06_113348,23.12,27.90,1520357628.624163
2018-03-06_113358,23.11,27.82,1520357638.624177
2018-03-06_113408,23.10,27.78,1520357648.624191
2018-03-06_113418,23.11,27.81,1520357658.624205
2018-03-06_113428,23.12,27.78,1520357668.624219
2018-03-06_113438,23.10,27.78,1520357678.624233
2018-03-06_113448,23.10,27.73,1520357688.624247
2018-03-06_113458,23.12,27.72,1520357698.624261
2018-03-06_113508,23.11,27.77,1520357708.624275
2018-03-06_113518,23.11,27.68,1520357718.624289
2018-03-06_113528,23.10,27.72,1520357728.624303
2018-03-06_113538,23.11,27.67,1520357738.624317
2018-03-06_113548,23.10,27.58,1520357748.624331
2018-03-06_113558,23.10,27.56,1520357758.624345
2018-03-06_113608,23.10,27.63,1520357768.624359
2018-03-06_113618,23.10,27.60,1520357778.624373
2018-03-06_113628,23.10,27.64,1520357788.624387
2018-03-06_113638,23.10,27.57,1520357798.624401
2018-03-06_113648,23.10,27.55,1520357808.624415
2018-03-06_113658,23.10,27.54,1520357818.624429
2018-03-06_113708,23.06,27.55,1520357828.624443
2018-03-06_113718,23.10,27.55,1520357838.624457
2018-03-06_113728,23.11,27.55,1520357848.624471
2018-03-06_113738,23.10,27.51,1520357858.624485
2018-03-06_113748,23.10,27.50,1520357868.624499
2018-03-06_113758,23.10,27.47,1520357878.624513
2018-03-06_113808,23.08,27.49,1520357888.624527
2018-03-06_113818,23.10,27.47,1520357898.624541
2018-03-06_113828,23.08,27.41,1520357908.624555
2018-03-06_113838,23.10,27.45,1520357918.624569
2018-03-06_113848,23.08,27.48,1520357928.624583
2018-03-06_113858,23.08,27.47,1520357938.624597
2018-03-06_113908,23.10,27.48,1520357948.624611
2018-03-06_113918,23.11,27.47,1520357958.624625
2018-03-06_113928,23.08,27.39,1520357968.624639
2018-03-06_113938,23.08,27.43,1520357978.624653
2018-03-06_113948,23.10,27.43,1520357988.624667
2018-03-06_113958,23.08,27.40,1520357998.624681
2018-03-06_114008,23.12,27.37,1520358008.624695
2018-03-06_114018,23.12,27.36,1520358018.624709
2018-03-06_114028,23.12,27.39,1520358028.624723
2018-03-06_114038,23.11,27.36,1520358038.624737
2018-03-06_114048,23.11,27.37,1520358048.624751
2018-03-06_114058,23.11,27.34,1520358058.624765
2018-03-06_114108,23.12,27.36,1520358068.624779
2018-03-06_114118,23.11,27.26,1520358078.624793
2018-03-06_114128,23.08,27.25,1520358088.624807
2018-03-06_114138,23.11,27.26,1520358098.624821
2018-03-06_114148,23.08,27.23,1520358108.624835
2018-03-06_114158,23.12,27.24,1520358118.624849
2018-03-06_114208,23.12,27.27,1520358128.624863
2018-03-06_114218,23.11,27.26,1520358138.624877
2018-03-06_114228,23.11,27.24,1520358148.624891
2018-03-06_114238,23.11,27.32,1520358158.624905
2018-03-06_114248,23.11,27.27,1520358168.624919
2018-03-06_114258,23.10,27.28,1520358178.624933
2018-03-06_114308,23.08,27.28,1520358188.624947
2018-03-06_114318,23.12,27.24,1520358198.624961
2018-03-06_114328,23.11,27.28,1520358208.624975
2018-03-06_114338,23.10,27.28,1520358218.624989
2018-03-06_114348,23.08,27.24,1520358228.625003
2018-03-06_114358,23.08,27.20,1520358238.625017
2018-03-06_114408,23.11,27.26,1520358248.625031
2018-03-06_114418,23.10,27.24,1520358258.625045
2018-03-06_114428,23.10,27.21,1520358268.625059
2018-03-06_114438,23.08,27.19,1520358278.625073
2018-03-06_114448,23.10,27.20,1520358288.625087
2018-03-06_114458,23.10,27.20,1520358298.625101
2018-03-06_114508,23.10,27.21,1520358308.625115
2018-03-06_114518,23.10,27.23,1520358318.625129
2018-03-06_114528,23.11,27.23,1520358328.625143
2018-03-06_114538,23.10,27.24,1520358338.625157
2018-03-06_114548,23.08,27.26,1520358348.625171
2018-03-06_114558,23.10,27.20,1520358358.625185
2018-03-06_114608,23.10,27.16,1520358368.625199
2018-03-06_114618,23.10,27.21,1520358378.625213
2018-03-06_114628,23.10,27.23,1520358388.625227
2018-03-06_114638,23.11,27.16,1520358398.625241
2018-03-06_114648,23.11,27.22,1520358408.625255
2018-03-06_114658,23.11,27.20,1520358418.625269
2018-03-06_114708,23.11,27.14,1520358428.625283
2018-03-06_114718,23.08,27.16,1520358438.625297
2018-03-06_114728,23.10,27.21,1520358448.625311
2018-03-06_114738,23.11,27.24,1520358458.625325
2018-03-06_114748,23.11,27.23,1520358468.625339
2018-03-06_114758,23.10,27.23,1520358478.625353
2018-03-06_114808,23.11,27.20,1520358488.625367
2018-03-06_114818,23.12,27.25,1520358498.625381
2018-03-06_114828,23.08,27.23,1520358508.625395
2018-03-06_114838,23.08,27.23,1520358518.625409
2018-03-06_114848,23.12,27.26,1520358528.625423
2018-03-06_114858,23.12,27.23,1520358538.625437
2018-03-06_114908,23.11,27.22,1520358548.625451
2018-03-06_114918,23.11,27.27,1520358558.625465
2018-03-06_114928,23.11,27.24,1520358568.625479
2018-03-06_114938,23.10,27.22,1520358578.625493
2018-03-06_114948,23.10,27.26,1520358588.625507
2018-03-06_114958,23.10,27.32,1520358598.625521
2018-03-06_115008,23.12,27.28,1520358608.625535
2018-03-06_115018,23.10,27.27,1520358618.625549
2018-03-06_115028,23.11,27.26,1520358628.625563
2018-03-06_115038,23.10,27.27,1520358638.625577
2018-03-06_115048,23.11,27.28,1520358648.625591
2018-03-06_115058,23.11,27.28,1520358658.625605
2018-03-06_115108,23.11,27.33,1520358668.625619
2018-03-06_115118,23.11,27.28,1520358678.625633
2018-03-06_115128,23.10,27.36,1520358688.625647
2018-03-06_115138,23.08,27.37,1520358698.625661
2018-03-06_115148,23.11,27.40,1520358708.625675
2018-03-06_115158,23.11,27.36,1520358718.625689
2018-03-06_115208,23.10,27.33,1520358728.625703
2018-03-06_115218,23.12,27.41,1520358738.625717
2018-03-06_115228,23.14,27.43,1520358748.625731
2018-03-06_115238,23.12,27.43,1520358758.625745
2018-03-06_115248,23.12,27.43,1520358768.625759
2018-03-06_115258,23.12,27.44,1520358778.625773
2018-03-06_115308,23.11,27.46,1520358788.625787
2018-03-06_115318,23.12,27.46,1520358798.625801
2018-03-06_115328,23.14,27.46,1520358808.625815
2018-03-06_115338,23.11,27.46,1520358818.625829
