2018-04-08_000013,23.57,24.14,1523163613.68912
2018-04-08_000023,23.57,24.21,1523163623.689692
2018-04-08_000033,23.56,24.17,1523163633.6902637
2018-04-08_000043,23.57,24.21,1523163643.690836
2018-04-08_000053,23.57,24.17,1523163653.691408
2018-04-08_000103,23.56,24.22,1523163663.69198
2018-04-08_000113,23.57,24.23,1523163673.6925519
2018-04-08_000123,23.56,24.23,1523163683.6931238
2018-04-08_000133,23.56,24.23,1523163693.693696
2018-04-08_000143,23.57,24.27,1523163703.694268
2018-04-08_000153,23.59,24.24,1523163713.6948397
2018-04-08_000203,23.57,24.20,1523163723.695412
2018-04-08_000213,23.59,24.26,1523163733.695984
2018-04-08_000223,23.56,24.30,1523163743.6965559
2018-04-08_000233,23.56,24.24,1523163753.6971278
2018-04-08_000243,23.59,24.29,1523163763.6976998
2018-04-08_000253,23.60,24.22,1523163773.698272
2018-04-08_000303,23.59,24.30,1523163783.698844
2018-04-08_000313,23.59,24.27,1523163793.699416
2018-04-08_000323,23.57,24.30,1523163803.699988
2018-04-08_000333,23.59,24.29,1523163813.7005599
2018-04-08_000343,23.60,24.32,1523163823.7011318
2018-04-08_000353,23.59,24.30,1523163833.701704
2018-04-08_000403,23.59,24.35,1523163843.7022758
2018-04-08_000413,23.59,24.33,1523163853.702848
2018-04-08_000423,23.57,24.33,1523163863.70342
2018-04-08_000433,23.57,24.33,1523163873.703992
2018-04-08_000443,23.57,24.37,1523163883.7045639
2018-04-08_000453,23.59,24.33,1523163893.7051358
2018-04-08_000503,23.57,24.33,1523163903.7057078
2018-04-08_000513,23.60,24.39,1523163913.70628
2018-04-08_000523,23.61,24.39,1523163923.7068517
2018-04-08_000533,23.59,24.39,1523163933.707424
2018-04-08_000543,23.57,24.42,1523163943.707996
2018-04-08_000553,23.60,24.40,1523163953.7085679
2018-04-08_000603,23.60,24.45,1523163963.70914
2018-04-08_000613,23.57,24.40,1523163973.7097118
2018-04-08_000623,23.59,24.40,1523163983.7102838
2018-04-08_000633,23.59,24.43,1523163993.710856
2018-04-08_000643,23.60,24.44,1523164003.711428
2018-04-08_000653,23.61,24.47,1523164013.712
2018-04-08_000703,23.60,24.47,1523164023.7125719
2018-04-08_000713,23.59,24.46,1523164033.7131438
2018-04-08_000723,23.59,24.47,1523164043.713716
2018-04-08_000733,23.59,24.47,1523164053.7142878
2018-04-08_000743,23.60,24.46,1523164063.7148597
2018-04-08_000753,23.59,24.44,1523164073.715432
2018-04-08_000803,23.59,24.46,1523164083.716004
2018-04-08_000813,23.59,24.48,1523164093.716576
2018-04-08_000823,23.61,24.46,1523164103.7171478
2018-04-08_000833,23.57,24.49,1523164113.7177198
2018-04-08_000843,23.60,24.56,1523164123.718292
2018-04-08_000853,23.59,24.48,1523164133.718864
2018-04-08_000903,23.60,24.51,1523164143.7194357
2018-04-08_000913,23.60,24.51,1523164153.720008
2018-04-08_000923,23.60,24.51,1523164163.7205799
2018-04-08_000933,23.60,24.56,1523164173.721152
2018-04-08_000943,23.61,24.55,1523164183.7217238
2018-04-08_000953,23.59,24.50,1523164193.7222958
2018-04-08_001003,23.60,24.55,1523164203.722868
2018-04-08_001013,23.60,24.53,1523164213.72344
2018-04-08_001023,23.60,24.57,1523164223.7240117
2018-04-08_001033,23.60,24.56,1523164233.7245839
2018-04-08_001043,23.59,24.58,1523164243.7251558
2018-04-08_001053,23.61,24.58,1523164253.725728
2018-04-08_001103,23.59,24.58,1523164263.7263
2018-04-08_001113,23.60,24.59,1523164273.7268717
2018-04-08_001123,23.60,24.53,1523164283.727444
2018-04-08_001133,23.60,24.55,1523164293.728016
2018-04-08_001143,23.59,24.61,1523164303.7285879
2018-04-08_001153,23.60,24.57,1523164313.7291598
2018-04-08_001203,23.61,24.56,1523164323.7297318
2018-04-08_001213,23.59,24.57,1523164333.730304
2018-04-08_001223,23.61,24.58,1523164343.730876
2018-04-08_001233,23.61,24.59,1523164353.7314477
2018-04-08_001243,23.61,24.60,1523164363.73202
2018-04-08_001253,23.59,24.60,1523164373.7325919
2018-04-08_001303,23.60,24.61,1523164383.7331638
2018-04-08_001313,23.59,24.60,1523164393.733736
2018-04-08_001323,23.60,24.58,1523164403.7343078
2018-04-08_001333,23.57,24.60,1523164413.73488
2018-04-08_001343,23.60,24.61,1523164423.735452
2018-04-08_001353,23.60,24.64,1523164433.736024
2018-04-08_001403,23.60,24.61,1523164443.7365959
2018-04-08_001413,23.57,24.61,1523164453.7371678
2018-04-08_001423,23.60,24.66,1523164463.7377398
2018-04-08_001433,23.60,24.66,1523164473.738312
2018-04-08_001443,23.60,24.66,1523164483.7388837
2018-04-08_001453,23.60,24.67,1523164493.739456
2018-04-08_001503,23.59,24.66,1523164503.740028
2018-04-08_001513,23.60,24.67,1523164513.7405999
2018-04-08_001523,23.60,24.71,1523164523.741172
2018-04-08_001533,23.60,24.66,1523164533.7417438
2018-04-08_001543,23.59,24.67,1523164543.7423158
2018-04-08_001553,23.59,24.67,1523164553.742888
2018-04-08_001603,23.59,24.64,1523164563.74346
2018-04-08_001613,23.60,24.66,1523164573.744032
2018-04-08_001623,23.59,24.68,1523164583.7446039
2018-04-08_001633,23.59,24.66,1523164593.7451758
2018-04-08_001643,23.61,24.71,1523164603.745748
2018-04-08_001653,23.61,24.69,1523164613.7463198
2018-04-08_001703,23.61,24.70,1523164623.7468917
2018-04-08_001713,23.61,24.70,1523164633.747464
2018-04-08_001723,23.60,24.77,1523164643.748036
2018-04-08_001733,23.59,24.76,1523164653.748608
2018-04-08_001743,23.61,24.76,1523164663.7491798
2018-04-08_001753,23.59,24.73,1523164673.7497518
2018-04-08_001803,23.59,24.77,1523164683.750324
2018-04-08_001813,23.59,24.76,1523164693.750896
2018-04-08_001823,23.60,24.77,1523164703.7514677
2018-04-08_001833,23.60,24.76,1523164713.75204
2018-04-08_001843,23.59,24.78,1523164723.7526119
2018-04-08_001853,23.61,24.77,1523164733.753184
2018-04-08_001903,23.59,24.73,1523164743.7537558
2018-04-08_001913,23.59,24.77,1523164753.7543278
2018-04-08_001923,23.57,24.81,1523164763.7549
