st00001,5 12-15-17, ,wk-spenders01,2018-03-22_095103
st00002,5 12-15-17, ,wk-spenders01,2018-03-22_095103
st00003,5 12-15-17, ,wk-spenders01,2018-03-22_095103
st00004,5 12-15-17, ,wk-spenders01,2018-03-22_095103
st00005,5 12-15-17, ,wk-spenders01,2018-03-22_095103
st00006,5 12-15-17, ,wk-spenders01,2018-03-22_095103
st00007,5 12-15-17, ,wk-spenders01,2018-03-22_095103
st00008,5 12-15-17, ,wk-spenders01,2018-03-22_095103
st00009,5 12-15-17, ,wk-spenders01,2018-03-22_095103
st00010,5 12-15-17, ,wk-spenders01,2018-03-22_095103
