st01260,5 12-01-17, ,wk-ambrose01,2018-04-13_113826
st01261,5 12-01-17, ,wk-ambrose01,2018-04-13_113826
st01262,5 12-01-17, ,wk-ambrose01,2018-04-13_113826
st01263,5 12-01-17, ,wk-ambrose01,2018-04-13_113826
st01264,5 12-01-17, ,wk-ambrose01,2018-04-13_113826
st01265,5 12-01-17, ,wk-ambrose01,2018-04-13_113826
st01266,5 12-01-17, ,wk-ambrose01,2018-04-13_113826
st01267,5 12-01-17, ,wk-ambrose01,2018-04-13_113826
st01268,5 12-01-17, ,wk-ambrose01,2018-04-13_113826
st01269,5 12-01-17, ,wk-ambrose01,2018-04-13_113826
st01270,5 12-01-17, ,wk-ambrose01,2018-04-13_113826
st01271,5 12-01-17, ,wk-ambrose01,2018-04-13_113826
st01272,5 12-01-17, ,wk-ambrose01,2018-04-13_113826
st01273,5 12-01-17, ,wk-ambrose01,2018-04-13_113826
st01274,5 12-01-17, ,wk-ambrose01,2018-04-13_113826
st01275,5 12-01-17, ,wk-ambrose01,2018-04-13_113826
st01276,5 12-01-17, ,wk-ambrose01,2018-04-13_113826
st01277,5 12-01-17, ,wk-ambrose01,2018-04-13_113826
st01278,5 12-01-17, ,wk-ambrose01,2018-04-13_113826
st01279,5 12-01-17, ,wk-ambrose01,2018-04-13_113826
st01280,5 12-01-17, ,wk-ambrose01,2018-04-13_113826
st01281,5 12-01-17, ,wk-ambrose01,2018-04-13_113826
st01282,5 12-01-17, ,wk-ambrose01,2018-04-13_113826
st01283,5 12-01-17, ,wk-ambrose01,2018-04-13_113826
