1515707549.713754 	 1.00	122.00	2018-01-11 15:52:29
1515707562.873773 	 1.00	118.00	2018-01-11 15:52:42
1515707577.463793 	 1.00	112.00	2018-01-11 15:52:57
1515707592.053814 	 1.00	124.00	2018-01-11 15:53:12
1515707607.037838 	 1.00	120.00	2018-01-11 15:53:27
1515707623.279863 	 1.00	122.00	2018-01-11 15:53:43
1515707639.279885 	 1.00	117.00	2018-01-11 15:53:59
1515707652.041918 	 1.00	131.00	2018-01-11 15:54:12
1515707666.623939 	 1.00	115.00	2018-01-11 15:54:26
1515707684.863965 	 1.00	115.00	2018-01-11 15:54:44
1515707697.633983 	 1.00	122.00	2018-01-11 15:54:57
1515707711.50801 	 1.00	117.00	2018-01-11 15:55:11
1515707727.642035 	 1.00	134.00	2018-01-11 15:55:27
1515707742.234057 	 1.00	108.00	2018-01-11 15:55:42
1515707756.81808 	 1.00	118.00	2018-01-11 15:55:56
1515707771.988101 	 1.00	125.00	2018-01-11 15:56:11
1515707788.042126 	 1.00	120.00	2018-01-11 15:56:28
1515707802.626149 	 1.00	123.00	2018-01-11 15:56:42
1515707817.216169 	 1.00	115.00	2018-01-11 15:56:57
1515707836.820199 	 1.00	121.00	2018-01-11 15:57:16
1515707847.770214 	 1.00	135.00	2018-01-11 15:57:27
1515707862.352236 	 1.00	122.00	2018-01-11 15:57:42
1515707880.592261 	 1.00	122.00	2018-01-11 15:58:00
1515707898.824288 	 1.00	122.00	2018-01-11 15:58:18
1515707907.946302 	 1.00	119.00	2018-01-11 15:58:27
1515707923.110327 	 1.00	126.00	2018-01-11 15:58:43
1515707942.320354 	 1.00	119.00	2018-01-11 15:59:02
1515707951.430367 	 1.00	110.00	2018-01-11 15:59:11
1515708401.645025 	 1.00	480.00	2018-01-11 16:06:41
1515708432.639071 	 1.00	480.00	2018-01-11 16:07:12
1515708476.309132 	 1.00	448.00	2018-01-11 16:07:56
