Straw Id,   Timestamp,    Worker ID,     Workstation Id,  Resistance(Ohms),  Temp(F),  Humidity(%), Measurement Type, Pass/Fail 
st00000, 2017/10/02 08:27:30, wb-ckampa01, wsb-001, 126.15983480798502, 73.4, 44, inside-inside, fail
st00000, 2017/10/02 08:27:30, wb-ckampa01, wsb-001, 130.15616952549698, 73.4, 44, inside-outside, fail
st00000, 2017/10/02 08:27:30, wb-ckampa01, wsb-001, 139.1834170850355, 73.4, 44, outside-inside, fail
st00000, 2017/10/02 08:27:20, wb-ckampa01, wsb-001, 97.82575733503535, 73.4, 44, outside-outside, pass
st00001, 2017/10/02 08:27:31, wb-ckampa01, wsb-001, 72.1150252561518, 73.4, 44, inside-inside, fail
st00001, 2017/10/02 08:27:31, wb-ckampa01, wsb-001, 136.01632922683137, 73.4, 44, inside-outside, fail
st00001, 2017/10/02 08:27:32, wb-ckampa01, wsb-001, 136.51047433634955, 73.4, 44, outside-inside, fail
st00001, 2017/10/02 08:27:21, wb-ckampa01, wsb-001, 87.36726526274828, 73.4, 44, outside-outside, pass
st00002, 2017/10/02 08:27:32, wb-ckampa01, wsb-001, 101.63883538613544, 73.4, 44, inside-inside, fail
st00002, 2017/10/02 08:27:32, wb-ckampa01, wsb-001, 137.28963857915807, 73.4, 44, inside-outside, fail
st00002, 2017/10/02 08:27:33, wb-ckampa01, wsb-001, 139.08545452285273, 73.4, 44, outside-inside, fail
st00002, 2017/10/02 08:27:22, wb-ckampa01, wsb-001, 100.22539315719064, 73.4, 44, outside-outside, pass
st00003, 2017/10/02 08:27:33, wb-ckampa01, wsb-001, 74.26102630738109, 73.4, 44, inside-inside, fail
st00003, 2017/10/02 08:27:34, wb-ckampa01, wsb-001, 135.9919473480693, 73.4, 44, inside-outside, fail
st00003, 2017/10/02 08:27:34, wb-ckampa01, wsb-001, 139.25067957980656, 73.4, 44, outside-inside, fail
st00003, 2017/10/02 08:27:24, wb-ckampa01, wsb-001, 144.58039540181818, 73.4, 44, outside-outside, pass
st00004, 2017/10/02 08:27:19, wb-ckampa01, wsb-001, 213.16088270169973, 73.4, 44, inside-inside, pass
st00004, 2017/10/02 08:27:30, wb-ckampa01, wsb-001, 132.94595653335887, 73.4, 44, inside-outside, fail
st00004, 2017/10/02 08:27:30, wb-ckampa01, wsb-001, 137.74815767658532, 73.4, 44, outside-inside, fail
st00004, 2017/10/02 08:27:31, wb-ckampa01, wsb-001, 170.339798716509, 73.4, 44, outside-outside, fail
st00005, 2017/10/02 08:27:20, wb-ckampa01, wsb-001, 218.29777378023067, 73.4, 44, inside-inside, pass
