Straw Id,   Timestamp,    Worker ID,     Workstation Id,  Resistance(Ohms),  Temp(F),  Humidity(%), Measurement Type, Pass/Fail 
st00623, 2017/09/20 15:31:44, wb-ckampa01, wsb-001, 158.27245176755275, 73.2, 48, outside-inside, fail
st00621, 2017/09/20 15:31:42, wb-ckampa01, wsb-001, 82.9349159057088, 73.2, 48, outside-outside, pass
st00618, 2017/09/20 15:31:43, wb-ckampa01, wsb-001, inf, 73.2, 48, inside-outside, pass
st00614, 2017/09/20 15:31:42, wb-ckampa01, wsb-001, 284.4267316620385, 73.2, 48, inside-inside, fail
st00618, 2017/09/20 15:31:42, wb-ckampa01, wsb-001, 234.01055662188105, 73.2, 48, inside-inside, pass
st00613, 2017/09/20 15:31:42, wb-ckampa01, wsb-001, inf, 73.2, 48, outside-inside, pass
st00630, 2017/09/20 15:31:43, wb-ckampa01, wsb-001, 197.50939403632032, 73.2, 48, inside-outside, fail
st00616, 2017/09/20 15:31:45, wb-ckampa01, wsb-001, 95.00440037261245, 73.2, 48, outside-outside, pass
st00619, 2017/09/20 15:31:44, wb-ckampa01, wsb-001, inf, 73.2, 48, inside-outside, pass
st00627, 2017/09/20 15:31:44, wb-ckampa01, wsb-001, 213.3149830224507, 73.2, 48, inside-outside, fail
st00626, 2017/09/20 15:31:43, wb-ckampa01, wsb-001, inf, 73.2, 48, inside-outside, pass
st00626, 2017/09/20 15:31:43, wb-ckampa01, wsb-001, inf, 73.2, 48, outside-inside, pass
st00624, 2017/09/20 15:31:45, wb-ckampa01, wsb-001, 117.12933803066676, 73.2, 48, outside-outside, pass
st00624, 2017/09/20 15:31:45, wb-ckampa01, wsb-001, 205.0470282491695, 73.2, 48, inside-inside, pass
st00635, 2017/09/20 15:31:44, wb-ckampa01, wsb-001, 79.94828519646404, 73.2, 48, outside-outside, pass
st00619, 2017/09/20 15:31:44, wb-ckampa01, wsb-001, inf, 73.2, 48, outside-inside, pass
st00634, 2017/09/20 15:31:43, wb-ckampa01, wsb-001, inf, 73.2, 48, outside-inside, pass
st00621, 2017/09/20 15:31:42, wb-ckampa01, wsb-001, inf, 73.2, 48, outside-inside, pass
st00622, 2017/09/20 15:31:43, wb-ckampa01, wsb-001, inf, 73.2, 48, inside-outside, pass
st00624, 2017/09/20 15:31:45, wb-ckampa01, wsb-001, inf, 73.2, 48, outside-inside, pass
st00629, 2017/09/20 15:31:42, wb-ckampa01, wsb-001, inf, 73.2, 48, outside-inside, pass
st00628, 2017/09/20 15:31:45, wb-ckampa01, wsb-001, 123.20397856255636, 73.2, 48, outside-outside, pass
st00613, 2017/09/20 15:31:41, wb-ckampa01, wsb-001, 205.11903410519898, 73.2, 48, inside-inside, pass
st00616, 2017/09/20 15:31:45, wb-ckampa01, wsb-001, 296.5065501601299, 73.2, 48, inside-inside, fail
st00635, 2017/09/20 15:31:44, wb-ckampa01, wsb-001, 228.66635495362453, 73.2, 48, inside-inside, pass
st00619, 2017/09/20 15:31:44, wb-ckampa01, wsb-001, 175.94833443435175, 73.2, 48, inside-inside, pass
st00625, 2017/09/20 15:31:41, wb-ckampa01, wsb-001, 195.90641565527437, 73.2, 48, inside-inside, pass
st00622, 2017/09/20 15:31:43, wb-ckampa01, wsb-001, 207.04879386563948, 73.2, 48, outside-inside, fail
st00632, 2017/09/20 15:31:45, wb-ckampa01, wsb-001, 132.49735449735442, 73.2, 48, outside-outside, pass
st00623, 2017/09/20 15:31:44, wb-ckampa01, wsb-001, inf, 73.2, 48, inside-outside, pass
st00636, 2017/09/20 15:31:45, wb-ckampa01, wsb-001, 247.583321751013, 73.2, 48, inside-inside, pass
st00619, 2017/09/20 15:31:44, wb-ckampa01, wsb-001, 77.39677128833068, 73.2, 48, outside-outside, pass
st00625, 2017/09/20 15:31:42, wb-ckampa01, wsb-001, 115.57597276545391, 73.2, 48, outside-outside, pass
st00614, 2017/09/20 15:31:43, wb-ckampa01, wsb-001, inf, 73.2, 48, outside-inside, pass
st00634, 2017/09/20 15:31:42, wb-ckampa01, wsb-001, 172.8482931389285, 73.2, 48, inside-inside, pass
st00615, 2017/09/20 15:31:44, wb-ckampa01, wsb-001, 313.3711101271207, 73.2, 48, inside-inside, fail
st00627, 2017/09/20 15:31:44, wb-ckampa01, wsb-001, 90.22957611650116, 73.2, 48, outside-outside, pass
st00622, 2017/09/20 15:31:42, wb-ckampa01, wsb-001, 233.31389503287159, 73.2, 48, inside-inside, pass
st00635, 2017/09/20 15:31:44, wb-ckampa01, wsb-001, inf, 73.2, 48, inside-outside, pass
st00631, 2017/09/20 15:31:44, wb-ckampa01, wsb-001, inf, 73.2, 48, inside-outside, pass
st00617, 2017/09/20 15:31:42, wb-ckampa01, wsb-001, inf, 73.2, 48, outside-inside, pass
st00615, 2017/09/20 15:31:44, wb-ckampa01, wsb-001, inf, 73.2, 48, outside-inside, pass
st00620, 2017/09/20 15:31:45, wb-ckampa01, wsb-001, 169.55740853582444, 73.2, 48, inside-inside, pass
st00617, 2017/09/20 15:31:42, wb-ckampa01, wsb-001, inf, 73.2, 48, inside-outside, pass
st00633, 2017/09/20 15:31:42, wb-ckampa01, wsb-001, inf, 73.2, 48, inside-outside, pass
st00631, 2017/09/20 15:31:44, wb-ckampa01, wsb-001, 234.01055662188105, 73.2, 48, outside-outside, fail
st00613, 2017/09/20 15:31:42, wb-ckampa01, wsb-001, inf, 73.2, 48, inside-outside, pass
st00618, 2017/09/20 15:31:43, wb-ckampa01, wsb-001, inf, 73.2, 48, outside-inside, pass
st00623, 2017/09/20 15:31:44, wb-ckampa01, wsb-001, 161.62268494750475, 73.2, 48, outside-outside, fail
st00630, 2017/09/20 15:31:43, wb-ckampa01, wsb-001, inf, 73.2, 48, outside-inside, pass
st00628, 2017/09/20 15:31:45, wb-ckampa01, wsb-001, 160.28899212052153, 73.2, 48, inside-inside, pass
st00620, 2017/09/20 15:31:45, wb-ckampa01, wsb-001, inf, 73.2, 48, outside-inside, pass
st00616, 2017/09/20 15:31:45, wb-ckampa01, wsb-001, inf, 73.2, 48, outside-inside, pass
st00632, 2017/09/20 15:31:45, wb-ckampa01, wsb-001, inf, 73.2, 48, inside-outside, pass
st00630, 2017/09/20 15:31:43, wb-ckampa01, wsb-001, 190.83236568156224, 73.2, 48, outside-outside, fail
st00634, 2017/09/20 15:31:43, wb-ckampa01, wsb-001, inf, 73.2, 48, inside-outside, pass
st00624, 2017/09/20 15:31:45, wb-ckampa01, wsb-001, inf, 73.2, 48, inside-outside, pass
st00625, 2017/09/20 15:31:42, wb-ckampa01, wsb-001, inf, 73.2, 48, outside-inside, pass
st00627, 2017/09/20 15:31:44, wb-ckampa01, wsb-001, inf, 73.2, 48, outside-inside, pass
st00631, 2017/09/20 15:31:44, wb-ckampa01, wsb-001, 240.17755452280846, 73.2, 48, inside-inside, pass
st00629, 2017/09/20 15:31:41, wb-ckampa01, wsb-001, 239.79120272125874, 73.2, 48, inside-inside, pass
st00617, 2017/09/20 15:31:42, wb-ckampa01, wsb-001, inf, 73.2, 48, outside-outside, fail
st00626, 2017/09/20 15:31:43, wb-ckampa01, wsb-001, 104.46905851522763, 73.2, 48, outside-outside, pass
st00632, 2017/09/20 15:31:45, wb-ckampa01, wsb-001, inf, 73.2, 48, outside-inside, pass
st00627, 2017/09/20 15:31:44, wb-ckampa01, wsb-001, 154.24126668718674, 73.2, 48, inside-inside, pass
st00633, 2017/09/20 15:31:42, wb-ckampa01, wsb-001, inf, 73.2, 48, outside-inside, pass
st00636, 2017/09/20 15:31:45, wb-ckampa01, wsb-001, inf, 73.2, 48, inside-outside, pass
st00636, 2017/09/20 15:31:45, wb-ckampa01, wsb-001, inf, 73.2, 48, outside-inside, pass
st00623, 2017/09/20 15:31:44, wb-ckampa01, wsb-001, 182.1404459094653, 73.2, 48, inside-inside, pass
st00615, 2017/09/20 15:31:44, wb-ckampa01, wsb-001, 156.17061605700724, 73.2, 48, outside-outside, fail
st00628, 2017/09/20 15:31:45, wb-ckampa01, wsb-001, inf, 73.2, 48, inside-outside, pass
st00620, 2017/09/20 15:31:45, wb-ckampa01, wsb-001, inf, 73.2, 48, inside-outside, pass
st00629, 2017/09/20 15:31:42, wb-ckampa01, wsb-001, inf, 73.2, 48, inside-outside, pass
st00633, 2017/09/20 15:31:42, wb-ckampa01, wsb-001, 106.81510883197689, 73.2, 48, outside-outside, pass
st00617, 2017/09/20 15:31:41, wb-ckampa01, wsb-001, 271.10326086956513, 73.2, 48, inside-inside, fail
st00635, 2017/09/20 15:31:44, wb-ckampa01, wsb-001, inf, 73.2, 48, outside-inside, pass
st00630, 2017/09/20 15:31:42, wb-ckampa01, wsb-001, 213.0580981132328, 73.2, 48, inside-inside, pass
st00614, 2017/09/20 15:31:43, wb-ckampa01, wsb-001, inf, 73.2, 48, inside-outside, pass
st00636, 2017/09/20 15:31:45, wb-ckampa01, wsb-001, 144.87629428962703, 73.2, 48, outside-outside, pass
st00629, 2017/09/20 15:31:42, wb-ckampa01, wsb-001, 105.9214860082941, 73.2, 48, outside-outside, pass
st00614, 2017/09/20 15:31:43, wb-ckampa01, wsb-001, 160.80807996200696, 73.2, 48, outside-outside, fail
st00631, 2017/09/20 15:31:44, wb-ckampa01, wsb-001, inf, 73.2, 48, outside-inside, pass
st00626, 2017/09/20 15:31:42, wb-ckampa01, wsb-001, 254.72750599603955, 73.2, 48, inside-inside, fail
st00633, 2017/09/20 15:31:41, wb-ckampa01, wsb-001, 242.39849473237587, 73.2, 48, inside-inside, pass
st00621, 2017/09/20 15:31:41, wb-ckampa01, wsb-001, 210.0784698575667, 73.2, 48, inside-inside, pass
st00616, 2017/09/20 15:31:45, wb-ckampa01, wsb-001, inf, 73.2, 48, inside-outside, pass
st00613, 2017/09/20 15:31:42, wb-ckampa01, wsb-001, 178.31186166796164, 73.2, 48, outside-outside, fail
st00615, 2017/09/20 15:31:44, wb-ckampa01, wsb-001, inf, 73.2, 48, inside-outside, pass
st00625, 2017/09/20 15:31:42, wb-ckampa01, wsb-001, inf, 73.2, 48, inside-outside, pass
st00620, 2017/09/20 15:31:45, wb-ckampa01, wsb-001, 148.95169946332737, 73.2, 48, outside-outside, pass
st00618, 2017/09/20 15:31:43, wb-ckampa01, wsb-001, 36.2092548699581, 73.2, 48, outside-outside, fail
st00628, 2017/09/20 15:31:45, wb-ckampa01, wsb-001, inf, 73.2, 48, outside-inside, pass
st00634, 2017/09/20 15:31:43, wb-ckampa01, wsb-001, 139.59754253605968, 73.2, 48, outside-outside, pass
st00621, 2017/09/20 15:31:42, wb-ckampa01, wsb-001, inf, 73.2, 48, inside-outside, pass
st00622, 2017/09/20 15:31:43, wb-ckampa01, wsb-001, 86.43440299111933, 73.2, 48, outside-outside, pass
st00632, 2017/09/20 15:31:45, wb-ckampa01, wsb-001, 243.46989475341292, 73.2, 48, inside-inside, pass
