Straw Id,   Timestamp,    Worker ID,     Workstation Id,  Resistance(Ohms),  Temp(F),  Humidity(%), Measurement Type, Pass/Fail 
st00637, 2017/09/26 09:06:22, wb-ambrose01, wbs001, 189.68310826185729, 72.9, 51, inside-inside, pass
st00637, 2017/09/26 09:06:22, wb-ambrose01, wbs001, inf, 72.9, 51, inside-outside, pass
st00637, 2017/09/26 09:06:23, wb-ambrose01, wbs001, inf, 72.9, 51, outside-inside, pass
st00637, 2017/09/26 09:06:23, wb-ambrose01, wbs001, 100.22539312259443, 72.9, 51, outside-outside, pass
st00638, 2017/09/26 09:06:23, wb-ambrose01, wbs001, 197.76847866489624, 72.9, 51, inside-inside, pass
st00638, 2017/09/26 09:06:23, wb-ambrose01, wbs001, inf, 72.9, 51, inside-outside, pass
st00638, 2017/09/26 09:06:24, wb-ambrose01, wbs001, inf, 72.9, 51, outside-inside, pass
st00638, 2017/09/26 09:06:24, wb-ambrose01, wbs001, 95.95096539771197, 72.9, 51, outside-outside, pass
st00639, 2017/09/26 09:06:24, wb-ambrose01, wbs001, 286.05662699658563, 72.9, 51, inside-inside, fail
st00639, 2017/09/26 09:06:24, wb-ambrose01, wbs001, inf, 72.9, 51, inside-outside, pass
st00639, 2017/09/26 09:06:25, wb-ambrose01, wbs001, inf, 72.9, 51, outside-inside, pass
st00639, 2017/09/26 09:06:25, wb-ambrose01, wbs001, 143.3108272195634, 72.9, 51, outside-outside, pass
st00640, 2017/09/26 09:06:25, wb-ambrose01, wbs001, 228.5249954554277, 72.9, 51, inside-inside, pass
st00640, 2017/09/26 09:06:26, wb-ambrose01, wbs001, inf, 72.9, 51, inside-outside, pass
st00640, 2017/09/26 09:06:26, wb-ambrose01, wbs001, inf, 72.9, 51, outside-inside, pass
st00640, 2017/09/26 09:06:26, wb-ambrose01, wbs001, 104.14689058807647, 72.9, 51, outside-outside, pass
st00641, 2017/09/26 09:06:22, wb-ambrose01, wbs001, 255.3117837937499, 72.9, 51, inside-inside, fail
st00641, 2017/09/26 09:06:22, wb-ambrose01, wbs001, inf, 72.9, 51, inside-outside, pass
st00641, 2017/09/26 09:06:23, wb-ambrose01, wbs001, inf, 72.9, 51, outside-inside, pass
st00641, 2017/09/26 09:06:23, wb-ambrose01, wbs001, 160.7939813605376, 72.9, 51, outside-outside, fail
st00642, 2017/09/26 09:06:23, wb-ambrose01, wbs001, 332.50489998024676, 72.9, 51, inside-inside, fail
st00642, 2017/09/26 09:06:23, wb-ambrose01, wbs001, inf, 72.9, 51, inside-outside, pass
st00642, 2017/09/26 09:06:24, wb-ambrose01, wbs001, inf, 72.9, 51, outside-inside, pass
st00642, 2017/09/26 09:06:24, wb-ambrose01, wbs001, 169.2051599880711, 72.9, 51, outside-outside, fail
st00643, 2017/09/26 09:06:24, wb-ambrose01, wbs001, 284.4941515668377, 72.9, 51, inside-inside, fail
st00643, 2017/09/26 09:06:24, wb-ambrose01, wbs001, inf, 72.9, 51, inside-outside, pass
st00643, 2017/09/26 09:06:25, wb-ambrose01, wbs001, inf, 72.9, 51, outside-inside, pass
st00643, 2017/09/26 09:06:25, wb-ambrose01, wbs001, 88.27639039635557, 72.9, 51, outside-outside, pass
st00644, 2017/09/26 09:06:25, wb-ambrose01, wbs001, 200.67172078939308, 72.9, 51, inside-inside, pass
st00644, 2017/09/26 09:06:26, wb-ambrose01, wbs001, inf, 72.9, 51, inside-outside, pass
st00644, 2017/09/26 09:06:26, wb-ambrose01, wbs001, inf, 72.9, 51, outside-inside, pass
st00644, 2017/09/26 09:06:26, wb-ambrose01, wbs001, 190.2272881793296, 72.9, 51, outside-outside, fail
st00645, 2017/09/26 09:06:22, wb-ambrose01, wbs001, 184.90512987924825, 72.9, 51, inside-inside, pass
st00645, 2017/09/26 09:06:22, wb-ambrose01, wbs001, inf, 72.9, 51, inside-outside, pass
