Straw Id,   Timestamp,    Worker ID,     Workstation Id,  Resistance(Ohms),  Temp(F),  Humidity(%), Measurement Type, Pass/Fail 
st01188, 2018/01/05 15:07:55, wb-sabid01, wsb-001,75.84977915,72.7,24, inside-inside, fail
st01188, 2018/01/05 15:07:55, wb-sabid01, wsb-001, inf,72.7,24, inside-outside, pass
st01188, 2018/01/05 15:07:55, wb-sabid01, wsb-001, inf,72.7,24, outside-inside, pass
st01188, 2018/01/05 15:07:55, wb-sabid01, wsb-001,116.1095956,72.7,24, outside-outside, pass
st01187, 2018/01/05 15:07:56, wb-sabid01, wsb-001,147.6197109,72.7,24, inside-inside, fail
st01187, 2018/01/05 15:07:12, wb-sabid01, wsb-001, inf,72.7,24, inside-outside, pass
st01187, 2018/01/05 15:07:12, wb-sabid01, wsb-001, inf,72.7,24, outside-inside, pass
st01187, 2018/01/05 15:07:12, wb-sabid01, wsb-001,124.0265893,72.7,24, outside-outside, pass
st01186, 2018/01/05 15:07:57, wb-sabid01, wsb-001,86.57710746,72.7,24, inside-inside, fail
st01186, 2018/01/05 15:07:13, wb-sabid01, wsb-001, inf,72.7,24, inside-outside, pass
st01186, 2018/01/05 15:07:13, wb-sabid01, wsb-001, inf,72.7,24, outside-inside, pass
st01186, 2018/01/05 15:07:58, wb-sabid01, wsb-001,160.5767819,72.7,24, outside-outside, fail
st01185, 2018/01/05 15:07:58, wb-sabid01, wsb-001,80.35882125,72.7,24, inside-inside, fail
st01185, 2018/01/05 15:07:14, wb-sabid01, wsb-001, inf,72.7,24, inside-outside, pass
st01185, 2018/01/05 15:07:14, wb-sabid01, wsb-001, inf,72.7,24, outside-inside, pass
st01185, 2018/01/05 15:07:59, wb-sabid01, wsb-001,114.0103429,72.7,24, outside-outside, pass
st01184, 2018/01/05 15:07:55, wb-sabid01, wsb-001,109.4568622,72.7,24, inside-inside, fail
st01184, 2018/01/05 15:07:11, wb-sabid01, wsb-001, inf,72.7,24, inside-outside, pass
st01184, 2018/01/05 15:07:11, wb-sabid01, wsb-001, inf,72.7,24, outside-inside, pass
st01184, 2018/01/05 15:07:11, wb-sabid01, wsb-001,144.3717341,72.7,24, outside-outside, pass
st01183, 2018/01/05 15:07:56, wb-sabid01, wsb-001,104.3597432,72.7,24, inside-inside, fail
st01183, 2018/01/05 15:07:12, wb-sabid01, wsb-001, inf,72.7,24, inside-outside, pass
st01183, 2018/01/05 15:07:12, wb-sabid01, wsb-001, inf,72.7,24, outside-inside, pass
st01183, 2018/01/05 15:07:57, wb-sabid01, wsb-001,116.3770324,72.7,24, outside-outside, pass
st01182, 2018/01/05 15:07:13, wb-sabid01, wsb-001,154.0811156,72.7,24, inside-inside, pass
