Straw Id,   Timestamp,    Worker ID,     Workstation Id,  Resistance(Ohms),  Temp(F),  Humidity(%), Measurement Type, Pass/Fail 
st00613, 2017/09/20 15:14:14, wb-ckampa01, wsb-001, inf,73.1,49, outside-inside, pass
st00613, 2017/09/20 15:14:14, wb-ckampa01, wsb-001,87.2485983,73.1,49, outside-outside, pass
st00613, 2017/09/20 15:16:15, wb-ckampa01, wsb-001,254.7974222,73.1,49, inside-inside, fail
st00613, 2017/09/20 15:14:14, wb-ckampa01, wsb-001, inf,73.1,49, inside-outside, pass
st00614, 2017/09/20 15:14:13, wb-ckampa01, wsb-001, inf,73.1,49, outside-inside, pass
st00614, 2017/09/20 15:14:13, wb-ckampa01, wsb-001, inf,73.1,49, inside-outside, pass
st00614, 2017/09/20 15:15:23, wb-ckampa01, wsb-001,137.8656952,73.1,49, outside-outside, pass
st00614, 2017/09/20 15:16:14, wb-ckampa01, wsb-001,259.7714816,73.1,49, inside-inside, fail
st00615, 2017/09/20 15:16:14, wb-ckampa01, wsb-001,228.6244711,73.1,49, outside-outside, fail
st00615, 2017/09/20 15:14:12, wb-ckampa01, wsb-001, inf,73.1,49, inside-outside, pass
st00615, 2017/09/20 15:16:13, wb-ckampa01, wsb-001,240.1919193,73.1,49, inside-inside, pass
st00615, 2017/09/20 15:14:12, wb-ckampa01, wsb-001, inf,73.1,49, outside-inside, pass
st00616, 2017/09/20 15:16:13, wb-ckampa01, wsb-001,274.0572929,73.1,49, outside-outside, fail
st00616, 2017/09/20 15:14:11, wb-ckampa01, wsb-001, inf,73.1,49, outside-inside, pass
st00616, 2017/09/20 15:15:20, wb-ckampa01, wsb-001,249.6088913,73.1,49, inside-inside, pass
st00616, 2017/09/20 15:14:11, wb-ckampa01, wsb-001, inf,73.1,49, inside-outside, pass
st00617, 2017/09/20 15:16:16, wb-ckampa01, wsb-001,138.6130319,73.1,49, outside-outside, pass
st00617, 2017/09/20 15:14:14, wb-ckampa01, wsb-001,164.298972,73.1,49, inside-inside, pass
st00617, 2017/09/20 15:14:14, wb-ckampa01, wsb-001, inf,73.1,49, inside-outside, pass
