*Vin, 5V*
8.0, 5.0
*R0, R1, R2, R3, R4, R5*
510.0, 510.0, 510.0, 510.0, 510.0, 510.0
*Measurement, % Error, Device_Resistance*
01ii, 0.23490884394066858, 394.4006532763146
01io, 0.23803548946043862, 392.35166250121136
01oi, 0.23304054745098002, 392.66610324472805
01oo, 0.23775247728181848, 391.40009313713625
02ii, 0.2453591117334114, 393.3581278188054
02io, 0.23900517446433467, 395.87719841022914
02oi, 0.24144033864100856, 395.4047813221094
02oo, 0.2314869349716231, 396.00798454027387
03ii, 0.24392820390746217, 390.2582839807002
03io, 0.24038408932953936, 389.9767872581193
03oi, 0.24560428660487654, 390.94442408201473
03oo, 0.23941188756029874, 389.2652388992565
04ii, 0.25843818273125363, 394.18939504736954
04io, 0.25767354420073774, 393.43426748986326
04oi, 0.25391748632815636, 395.5847135265552
04oo, 0.25073902801545833, 393.8066625973654
05ii, 0.11296699229321727, 389.48595176780304
05io, 0.1129573900278732, 387.35114460598777
05oi, 0.11220471185581837, 390.67098990885756
05oo, 0.11175698760769626, 388.24495738747794
06ii, 0.11111222826927325, 385.2286554941322
06io, 0.11026642528546216, 389.4718017866778
06oi, 0.10959024806708806, 384.58565696189964
06oo, 0.10916962409109265, 389.03952296261264
07ii, 0.11539564808760994, 386.82685797442605
07io, 0.11476152216623348, 385.057905879675
07oi, 0.11333701603808499, 384.5330440350149
07oo, 0.11382526388851433, 383.19661210703566
08ii, 0.12353555070853872, 385.7882517392375
08io, 0.12399258348142972, 387.14011187343243
08oi, 0.12276259969792602, 387.1016559820811
08oo, 0.12081870669875738, 387.49051680801216
09ii, 0.15169700167720346, 398.1275310826124
09io, 0.15209300199311926, 395.44579636794316
09oi, 0.15171677024834107, 398.59177213155084
09oo, 0.15001701739944928, 394.68927237993677
10ii, 0.16474709905575213, 397.33857287830176
10io, 0.15332753171071167, 398.2114794214119
10oi, 0.1585937450617575, 396.99002468817025
10oo, 0.1544040592607432, 401.45950786935384
11ii, 0.16259120481128775, 395.3427786389326
11io, 0.1521005818618456, 392.7747159786135
11oi, 0.16268573384627916, 395.46840926129516
11oo, 0.15204165299658956, 392.7795498056636
12ii, 0.16087418160216127, 392.03489396716895
12io, 0.1682232517550093, 395.9702361832185
12oi, 0.1599610162236892, 395.28450196918584
12oo, 0.1639234778308939, 397.5487190033921
13ii, 0.15582455427152797, 388.39619392770805
13io, 0.15764466804536936, 387.06745294979066
13oi, 0.15879638277431973, 388.2670259033656
13oo, 0.15923963087309578, 386.1471403308483
14ii, 0.1612211180069919, 384.85127779487095
14io, 0.15517633467873881, 387.46129001633005
14oi, 0.1586469346836029, 385.79568379603006
14oo, 0.15574772922162827, 390.34152440327784
15ii, 0.16800049484731328, 385.4375201742506
15io, 0.16360038963607693, 384.4225580733595
15oi, 0.17180806575382912, 386.38010994020954
15oo, 0.1663615087009812, 384.5525974025967
16ii, 0.16843889852056693, 382.3112088069071
16io, 0.16501164773515542, 381.54484010308613
16oi, 0.16459198957191234, 382.61512656302216
16oo, 0.16556794382390738, 384.13923782981715
17ii, 0.14104811881000667, 379.4774665424799
17io, 0.13889250849777734, 377.1601071229494
17oi, 0.14021564825691257, 379.3593202310525
17oo, 0.13809023959202493, 377.1655746571372
18ii, 0.14470306249995635, 378.4595263266164
18io, 0.14242033560510015, 381.602508841017
18oi, 0.14256337152037546, 380.9614011890288
18oo, 0.13673068617969975, 382.25725882849605
19ii, 0.14815358424709457, 376.5326513259467
19io, 0.14419410526192722, 376.5092066200263
19oi, 0.1548250692518025, 379.06751759800767
19oo, 0.14466351603062222, 376.0953582206486
20ii, 0.14470195897878257, 374.8889825826767
20io, 0.15467086750887438, 377.17215855254824
20oi, 0.14762006660355753, 376.93373036556545
20oo, 0.15514945870692542, 377.94737561892964
21ii, 0.1527361129343916, 372.2550270427415
21io, 0.15680093366448578, 370.5618662911071
21oi, 0.15457308318152752, 371.52165364607424
21oo, 0.1585037155949106, 369.5889685532908
22ii, 0.1679941860934192, 371.6053680474034
22io, 0.1630949748564895, 375.18129941892965
22oi, 0.16242000944932367, 371.7960359995954
22oo, 0.15907634052021358, 375.8862960296415
23ii, 0.1680922717270048, 369.7045693119128
23io, 0.1703267861851434, 370.4071853331384
23oi, 0.1672142685736504, 369.42240512057015
23oo, 0.1706685364918139, 370.62163434780473
24ii, 0.18123676331267535, 372.58336993934256
24io, 0.18463835845939014, 372.2050865221845
24oi, 0.1805954786551589, 374.8784560304168
24oo, 0.1836370180860929, 374.16297202779265
