*Vin, 5V*
8.0, 5.0
*R0, R1, R2, R3, R4, R5*
509.8, 509.8, 510.0, 510.0, 509.8, 510.0
*Measurement, % Error, Device_Resistance*
01ii, 0.22446649119603568, 388.12866314794434
01io, 0.22630535909298144, 385.7534287218378
01oi, 0.2425901041095141, 396.1546219249812
01oo, 0.24820664601739229, 395.6624438430861
02ii, 0.250720253270026, 395.04192623292084
02io, 0.24495174746224524, 397.4440125116749
02oi, 0.24742949271189307, 397.10045136502964
02oo, 0.244124119224699, 401.7732791575774
03ii, 0.2509405031579903, 392.53761528111306
03io, 0.24447550356856118, 390.6068444274798
03oi, 0.2535884168692416, 393.6649128722696
03oo, 0.24500667843327195, 390.81589350277966
04ii, 0.2638625659548195, 395.77208503384406
04io, 0.2630683861060563, 395.1617371734244
04oi, 0.2622245320755403, 399.70317796737254
04oo, 0.26099007237203664, 399.00172679838863
05ii, 0.1159475212271055, 388.430199999215
05io, 0.11556577234197074, 386.0105193740103
05oi, 0.11571804266251173, 390.33858200707425
05oo, 0.1173447914064949, 389.0927078105037
06ii, 0.12106983900128854, 387.82803643851
06io, 0.11444119490623805, 389.5382250290837
06oi, 0.12054475849384672, 387.738470496438
06oo, 0.11475232253898493, 389.7701463701054
07ii, 0.121595138766037, 387.74413484385354
07io, 0.124735633560344, 387.7748985491412
07oi, 0.12430524144540489, 387.6158519412394
07oo, 0.12335394487539686, 385.73001306941944
08ii, 0.13349663205142837, 388.56227503642475
08io, 0.13060828675250313, 388.33124215840445
08oi, 0.13227195551254411, 390.3791728498173
08oo, 0.1274367997876681, 389.00733259304644
09ii, 0.133768148612591, 388.5889224207743
09io, 0.13420016358812548, 385.8874029564857
09oi, 0.1575516751286753, 399.6926587894165
09oo, 0.1580201938253134, 397.1804168690763
10ii, 0.17056504719200372, 398.8080876404115
10io, 0.16223238874778456, 401.4672343949427
10oi, 0.1664410455231795, 399.1646117176638
10oo, 0.16023144842452908, 402.6404692082109
11ii, 0.16686461320792567, 395.73677024374604
11io, 0.16045647949590636, 395.68649772288006
11oi, 0.16785995793633057, 396.3889423753126
11oo, 0.16024892697989557, 395.6372514361468
12ii, 0.173809339437906, 397.3818073686515
12io, 0.1754664456315861, 398.24600381399955
12oi, 0.16686990939822455, 397.5921538817912
12oo, 0.16988983626288878, 399.2841457396237
13ii, 0.13932445848063357, 380.2763575993455
13io, 0.1416942539171009, 379.4511408339887
13oi, 0.1646186217670691, 390.1071651161848
13oo, 0.16755507845582518, 389.44422248803824
14ii, 0.1661650287094213, 386.082381527552
14io, 0.16349486709301808, 390.9138008187314
14oi, 0.16773219849463317, 389.60727560862836
14oo, 0.16192782866729305, 392.1738030240905
15ii, 0.17559656824496872, 388.3163812525494
15io, 0.1693434374387376, 386.0926799007449
15oi, 0.17594587690784735, 387.4240532099933
15oo, 0.17496220653262295, 388.11381648654367
16ii, 0.17527004232086874, 384.69855998952005
16io, 0.173170340335551, 384.57898458604143
16oi, 0.17098366750135863, 385.18398352730946
16oo, 0.1727408288754937, 387.3749443323427
17ii, 0.12488502530908041, 372.1148189187156
17io, 0.12123249932372127, 369.33538588468
17oi, 0.14393649594676372, 380.6173439030691
17oo, 0.14540275855404883, 379.98714844649055
18ii, 0.15156905397119091, 381.00505183030106
18io, 0.15103511644446377, 385.06439791315887
18oi, 0.1468927577346053, 382.2350149834469
18oo, 0.14723870107125725, 386.73091855689
19ii, 0.15543881135336812, 379.3274068790194
19io, 0.15295193558985953, 379.9956745107766
19oi, 0.15624005387350814, 378.8111924256271
19oo, 0.14938886087427272, 377.4841853348128
20ii, 0.15456551454860534, 379.13877343929573
20io, 0.16103378126564594, 379.10818507186207
20oi, 0.15229509194080137, 379.02866977285544
20oo, 0.15871290180504682, 379.51732889103755
21ii, 0.13863201890971344, 365.77198200582893
21io, 0.1415601044142113, 363.40060802339553
21oi, 0.15941119572332685, 373.2044413769005
21oo, 0.16613606601239694, 372.2845484720625
22ii, 0.17138573879662367, 372.60808393750295
22io, 0.16640562905702727, 376.0247698254995
22oi, 0.17253632448335476, 375.9763843360633
22oo, 0.16615903759823492, 378.1476898389075
23ii, 0.17104197846609648, 370.30353357197214
23io, 0.176403176255987, 372.24886081810826
23oi, 0.1728663264130147, 371.5537976601222
23oo, 0.1765820939753201, 372.6092626382325
24ii, 0.1917084417635666, 377.15332201124977
24io, 0.18906664027320041, 373.01347925909226
24oi, 0.1848261195625458, 376.62963663240635
24oo, 0.18672317882739276, 375.26354489838764
