120.89,114.36,115.41,105.79,134.87,66.821,72.643,104.87,55.75,97.286,95.421,89.087,213.13,8.2857,113.18
341.13,326.37,295.72,276.96,310.92,251.77,247.72,289,209.17,292.76,267.24,271.14,411.85,188.43,277.38
469.71,445.89,429.47,438.57,488.05,423.1,343.33,421.68,352.07,455.83,429.97,432.26,612.38,362.73,483.89
611.32,618.06,600.38,605.73,664.85,592.36,613.29,588.08,500.67,603.5,597.95,593.07,790.5,527.07,639.48
760.92,758.97,748.83,762.14,845.26,782.68,783.05,756.53,709.33,796.5,761.74,761.81,949.17,671.68,780.53
979.18,960.58,927.05,918.54,1022.4,907.79,917.95,917.03,833.97,971.15,906.41,927,1141.4,845.1,966.67
1115.7,1117.3,1096.6,1112.3,1203.7,1099.5,1136.6,1084.5,1024,1071.6,1092.3,1097.9,1359.2,1037.8,1163.3
1282.9,1241.8,1247.7,1268.6,1364.9,1284.7,1283.7,1246.5,1197.1,1325.6,1233.6,1257.1,1516.9,1203.8,1299.5
1525.4,1476.5,1442.7,1420.4,1538.7,1418.1,1430.5,1432.5,1358.7,1455.6,1405.7,1423.7,1663.8,1344,1442.6
