172.29,330.78,122.8,156.98,129.28,178.54,153.59,181.25,158.4,169.08,159.26,168.49,191.26,211.75,197,197.61,213.79,205.8,213.73,231.1,220.11,188.29,197.04,216.66,196.86
212.84,489.97,309.18,384.25,296.76,379.96,329.49,333.22,353.58,328.62,352.41,372.04,431.07,385.9,353.89,378.21,408.75,397.95,366.26,393.02,368,372.68,374.87,380.99,364.66
525.03,688.93,508.64,534.33,487.57,578.92,493.53,566.24,512.7,504.87,492.71,499.02,587.7,490.34,495.43,547.81,635.78,550.05,560.44,572.16,520.94,588.46,497.12,533.51,521.84
739.84,895.42,711.67,725.51,622.35,752.86,684.15,793.27,698.36,665.54,661.55,683.38,790.75,685.47,674.88,706.83,779.38,724.55,718.7,745.61,701.64,733.95,685.78,704.14,700.37
961.33,1121.3,892.23,924.99,811.89,951.08,888.13,1006,870.54,846.07,839.96,864.12,995.47,847.47,858.64,932,1004.5,935.38,938.46,981.99,885.47,934.89,860.69,873.88,880.89
994.3,1311.2,981.25,1043.2,993.86,1127.9,981.63,1137.8,1018.5,989.82,1014.1,1010.6,1160.4,997.39,965.2,1080.4,1202.7,1075.1,1085.8,1106.6,1050.7,1099.5,1089.7,1047.3,1018.5
996.52,1524.6,991.62,1159.8,1023.7,1258.9,1177.4,1265.8,1164.5,1119.5,1159.7,1204.2,1380.6,1236.2,1168.6,1237.8,1344,1265.8,1213.5,1325.4,1214.8,1286.2,1204.4,1245.9,1179
1322.2,1705.2,1187.8,1210.4,1174,1402.5,1289.1,1451.3,1294.7,1277.3,1278.1,1276.5,1474.5,1350.6,1303.3,1413.9,1513.3,1429.4,1385.8,1513.2,1423,1435.2,1402,1437.8,1387.9
