220.04,187.98,197.58,216.1,196.31
368.35,373.11,374.95,379.77,364.02
521.22,588.91,497.49,533.35,522.6
701.5,734.21,685.9,704.44,700.53
885.33,935.16,860.81,874.19,881.05
1051,1100,1090,1047.2,1019.2
1215.1,1286.6,1204.5,1244.6,1178.4
1422.9,1434.9,1402.6,1437.3,1387.4
