2018-03-31_000010,24.45,24.29,1522472410.1043992
2018-03-31_000020,24.44,24.32,1522472420.104413
2018-03-31_000030,24.45,24.30,1522472430.104427
2018-03-31_000040,24.44,24.29,1522472440.1044412
2018-03-31_000050,24.44,24.29,1522472450.104455
2018-03-31_000100,24.45,24.32,1522472460.104469
2018-03-31_000110,24.44,24.26,1522472470.1044831
2018-03-31_000120,24.44,24.29,1522472480.104497
2018-03-31_000130,24.44,24.25,1522472490.104511
2018-03-31_000140,24.45,24.28,1522472500.104525
2018-03-31_000150,24.44,24.32,1522472510.104539
2018-03-31_000200,24.45,24.29,1522472520.104553
2018-03-31_000210,24.44,24.28,1522472530.104567
2018-03-31_000220,24.46,24.29,1522472540.104581
2018-03-31_000230,24.44,24.25,1522472550.104595
2018-03-31_000240,24.44,24.28,1522472560.104609
2018-03-31_000250,24.45,24.25,1522472570.104623
2018-03-31_000300,24.42,24.29,1522472580.104637
2018-03-31_000310,24.45,24.25,1522472590.104651
2018-03-31_000320,24.44,24.21,1522472600.104665
2018-03-31_000330,24.44,24.22,1522472610.1046789
2018-03-31_000340,24.42,24.26,1522472620.104693
2018-03-31_000350,24.44,24.28,1522472630.104707
2018-03-31_000400,24.44,24.29,1522472640.1047208
2018-03-31_000410,24.45,24.22,1522472650.104735
2018-03-31_000420,24.44,24.21,1522472660.104749
2018-03-31_000430,24.42,24.23,1522472670.1047628
2018-03-31_000440,24.42,24.21,1522472680.1047769
2018-03-31_000450,24.44,24.22,1522472690.104791
2018-03-31_000500,24.42,24.14,1522472700.1048052
2018-03-31_000510,24.41,24.14,1522472710.104819
2018-03-31_000520,24.44,24.14,1522472720.1048331
2018-03-31_000530,24.45,24.14,1522472730.1048472
2018-03-31_000540,24.42,24.18,1522472740.104861
2018-03-31_000550,24.42,24.17,1522472750.104875
2018-03-31_000600,24.44,24.14,1522472760.1048892
2018-03-31_000610,24.42,24.12,1522472770.104903
2018-03-31_000620,24.45,24.17,1522472780.104917
2018-03-31_000630,24.42,24.08,1522472790.104931
2018-03-31_000640,24.44,24.07,1522472800.104945
2018-03-31_000650,24.39,24.07,1522472810.104959
2018-03-31_000700,24.44,24.03,1522472820.104973
2018-03-31_000710,24.44,24.08,1522472830.104987
2018-03-31_000720,24.45,24.01,1522472840.105001
2018-03-31_000730,24.44,24.03,1522472850.105015
2018-03-31_000740,24.44,24.01,1522472860.105029
2018-03-31_000750,24.42,23.99,1522472870.105043
2018-03-31_000800,24.45,23.98,1522472880.105057
2018-03-31_000810,24.44,23.92,1522472890.105071
2018-03-31_000820,24.45,23.97,1522472900.105085
2018-03-31_000830,24.42,23.99,1522472910.105099
2018-03-31_000840,24.42,23.97,1522472920.105113
2018-03-31_000850,24.42,23.94,1522472930.1051269
2018-03-31_000900,24.44,23.96,1522472940.105141
2018-03-31_000910,24.44,23.91,1522472950.105155
2018-03-31_000920,24.44,23.93,1522472960.1051688
2018-03-31_000930,24.44,23.89,1522472970.105183
2018-03-31_000940,24.44,23.86,1522472980.105197
2018-03-31_000950,24.42,23.89,1522472990.1052108
2018-03-31_001000,24.42,23.87,1522473000.1052248
2018-03-31_001010,24.42,23.86,1522473010.1052392
2018-03-31_001020,24.44,23.79,1522473020.1052532
2018-03-31_001030,24.42,23.83,1522473030.105267
2018-03-31_001040,24.42,23.79,1522473040.105281
2018-03-31_001050,24.44,23.82,1522473050.1052952
2018-03-31_001100,24.42,23.79,1522473060.105309
2018-03-31_001110,24.41,23.81,1522473070.105323
2018-03-31_001120,24.42,23.76,1522473080.1053371
2018-03-31_001130,24.42,23.76,1522473090.105351
2018-03-31_001140,24.41,23.74,1522473100.105365
2018-03-31_001150,24.42,23.78,1522473110.105379
2018-03-31_001200,24.41,23.76,1522473120.105393
2018-03-31_001210,24.42,23.76,1522473130.105407
2018-03-31_001220,24.44,23.72,1522473140.105421
2018-03-31_001230,24.42,23.72,1522473150.105435
2018-03-31_001240,24.39,23.71,1522473160.105449
2018-03-31_001250,24.42,23.72,1522473170.105463
2018-03-31_001300,24.44,23.72,1522473180.105477
2018-03-31_001310,24.41,23.74,1522473190.105491
2018-03-31_001320,24.41,23.68,1522473200.105505
2018-03-31_001330,24.42,23.65,1522473210.105519
2018-03-31_001340,24.41,23.65,1522473220.105533
2018-03-31_001350,24.41,23.70,1522473230.105547
2018-03-31_001400,24.41,23.64,1522473240.105561
2018-03-31_001410,24.42,23.67,1522473250.1055748
2018-03-31_001420,24.45,23.67,1522473260.105589
2018-03-31_001430,24.42,23.65,1522473270.105603
2018-03-31_001440,24.42,23.65,1522473280.1056168
2018-03-31_001450,24.42,23.61,1522473290.1056309
2018-03-31_001500,24.41,23.60,1522473300.105645
2018-03-31_001510,24.39,23.68,1522473310.1056588
2018-03-31_001520,24.42,23.65,1522473320.105673
2018-03-31_001530,24.41,23.61,1522473330.1056871
2018-03-31_001540,24.41,23.63,1522473340.1057012
2018-03-31_001550,24.42,23.64,1522473350.105715
2018-03-31_001600,24.39,23.61,1522473360.105729
2018-03-31_001610,24.41,23.60,1522473370.1057432
2018-03-31_001620,24.41,23.61,1522473380.105757
2018-03-31_001630,24.41,23.61,1522473390.105771
2018-03-31_001640,24.38,23.64,1522473400.1057851
2018-03-31_001650,24.39,23.59,1522473410.105799
2018-03-31_001700,24.41,23.63,1522473420.105813
2018-03-31_001710,24.38,23.60,1522473430.105827
2018-03-31_001720,24.39,23.63,1522473440.105841
2018-03-31_001730,24.39,23.61,1522473450.105855
2018-03-31_001740,24.41,23.64,1522473460.105869
2018-03-31_001750,24.38,23.61,1522473470.105883
2018-03-31_001800,24.39,23.59,1522473480.105897
2018-03-31_001810,24.38,23.61,1522473490.105911
2018-03-31_001820,24.38,23.61,1522473500.105925
2018-03-31_001830,24.41,23.64,1522473510.105939
2018-03-31_001840,24.39,23.60,1522473520.105953
2018-03-31_001850,24.39,23.61,1522473530.105967
