date, temp (C), RH (%), epoch time (s)
2018-02-06_082829,21.80,34.11,1517927309.626006
2018-02-06_082840,21.79,34.08,1517927320.646022
2018-02-06_082851,21.78,33.72,1517927331.666037
2018-02-06_082902,21.78,33.56,1517927342.686053
2018-02-06_082913,21.78,33.61,1517927353.706068
